input	target
MƐ E TƆN WƐ ÉJosef Mutke	Byavuzwe na Josef Mutke
Tɔ́ ce sɛ̀ tɛn sín Allemagne wá yì Australie ɖò 1949 .	Mu mwaka wa 1949 ,papa yavuye mu Budage yimukira muri Ositaraliya .
Finɛ wɛ é da nɔ ce ɖè ,bɔ ye jì mì ɖò 1953 .	Ahageze ,yashyingiranywe na mama ,maze mvuka mu mwaka wa 1953 .
É ɖɔ palaɖisi ayikúngban jí tɔn sɔgudo tɔn ɔ kpo awǎjijɛ e nugbodòdó Biblu tɔn lɛ xwixwedó sixu hɛn wá nú mǐ é kpo sín xó nú mǐ . ​ Ðɛhan Ezayíi 4817 .	Yatubwiraga ko isi izahinduka paradizo kandi ko nituramuka dukurikije amahame yo muri Bibiliya tuzagira ibyishimo . Zaburi Yesaya 4817 .
Hwenu e un ɖó xwè 18 é ɔ ,adakaxixo papa tɔn zɔ́n bɔ un gbɔ bo jɛ gbě .	Igihe nari mfite imyaka 18 ,byabaye ngombwa ko mva mu rugo bitewe n’urugomo rwa papa .
Un ɖó xwè 20 é ɔ ,un d’asì .	Maze kugira imyaka 20 ,narashatse .
Ðò xwè 20 e bɔ d’ewu lɛ é vlamɛ ɔ ,un sɛyi zɔ bǐ nú nugbodòdó e nɔ ce kplɔ́n mì lɛ é .	Mu myaka 20 yakurikiyeho ,narushijeho gutandukira amahame mama yari yaranyigishije .
Un jó Biblu kplɔnkplɔn dó é ɔ ,xwè 20 ko wá yì có ,un lɛ́vɔ bɛ́ .	Nubwo nari maze imyaka 20 yose ndetse kugendera ku mahame ya Bibiliya ,nahisemo kongera kuyiga .
É zán wemafɔ Biblu tɔn tawun tawun ɖé lɛ ,bo xlɛ́ mì lee un ma sɔ́ na nyí kannumɔ na ǎ gbɔn é ,lobo dó wusyɛn lanmɛ nú mì ɖɔ má fɔ́n bo ɖò ɖɛ xò sɛ́dó Jehovah wɛ bo nɔ byɔ alɔdo tɔn . ​ Ðɛhan 11937 .	Yifashishije imirongo yo muri Bibiliya ,anyereka uko nacika kuri iyo ngeso kandi ansaba ko nakomeza kujya nsenga Yehova mbimubwira . Zaburi 11937 .
Ðò 1999 ɔ ,un bló baptɛm bo huzu Kúnnuɖetɔ́ Jehovah Tɔn ,bɔ ali e hun nú mì azɔn wegɔ ɔ bonu má zán gbɛ̀ mímɛ́ ,awǎjijɛ gbɛ̀ é sù nukún ce mɛ tawun .	Mu mwaka wa 1999 ,narabatijwe mba Umuhamya wa Yehova .
Xó nugbǒ tawun wɛ Nùnywɛxó ɖɔ	Niboneye ko ibivugwa mu Migani ari ukuri .
É nyí alɔ kɛɖɛ wɛ nugbodòdó Biblu tɔn lɛ nɔ cyɔn mɛ jí ǎ ,loɔ ,ganjɛwu ɖuɖeji tɔn wɛ ye lɛ́vɔ nyí . ​ Ðɛhan .	Amahame yo muri Bibiliya yarandinze kandi atuma menya intego y’ubuzima . Zaburi .
Biblu ɔ ɖesunɔ ɖɔ Gbehan nɔ xú ,folowa nɔ mlú ɖa ,amɔ̌ ,xó e Mawu mǐtɔn ɖɔ ɔ na nɔ ayǐ kaka sɔyi . Ezayíi 408 .	Bibiliya igira iti ubwatsi bubisi bwarumye n’uburabyo burahonga ,ariko ijambo ry’Imana yacu ryo rizahoraho iteka ryose . Yesaya 408 .
Watch Tower Bible and Tract Society of Pennsylvania	Watch Tower Bible and Tract Society of Pennsylvania
Sín 1879 wɛ è ko ɖò xójlawema elɔ ɖetɔ́n wɛ .	Iyi gazeti yatangiye kwandikwa mu mwaka wa 1879 ,kandi ntiyivanga muri politiki .
Mǐ Bǐ Wɛ Ðó Hudo Gbɔdónúmɛ Tɔn 3	Twese dukenera guhumurizwa 3
Lee Mawu Nɔ Dó Gbɔ nú Mǐ Gbɔn É 4	Imana iduhumuriza ite 4
Gbɔdónúmɛ Ðò Hwenu Wuvɛ̌ Tɔn lɛ Mɛ 6	Ihumure mu bihe by’akaga 6
Mawu Mavɔmavɔ Wɛ Nɔ Na Ðuɖeji Mɛ 9	Intambara ni iya Yehova ’ 9
Akpɔ̀ Nɔ Ðó Mì Bɔ Un Nɔ Xò Daka 14	Nari umurakare kandi ngira urugomo 14
Enɛ gudo ɔ ,un wá jɛ wuvɛ̌ sè jí ,wuvɛ̌ e Biblu sɔ́ jlɛ́ dó hwǐ xò ayi mɛtɔn zlɛ ɖɔhun wu é wɛ un sè . Luki 235 .	Nyuma yaho numvise ngize agahinda ,kamwe Bibiliya igereranya n’inkota ndende ihinguranya umutima . Luka 235 .
Davidi ɖɔ gɔ́ na ɖɔ É nɔ gɔ́ alɔ nú mì xomɛ ɖò hunhun mì wɛ . Ðɛhan .	Yongeyeho ati yaramfashije none umutima wanjye uranezerewe . Zaburi .
Nǔ e è ko wlan dó Mawuxówema ɔ mɛ ɖ’ayǐ xóxó lɛ bǐ ɔ ,è wlan ye ,bo na dó kplɔ́n nǔ mǐ ,bonu mǐ na ɖó nukún nǔ gbɔn sɔxwixwe kpo akɔnkpinkpan alǒ gbɔdónúmɛ e Mawuxówema ɔ nɔ na mǐ ɔ kpo gblamɛ . Hlɔmanu lɛ 154 .	Ibintu byose byanditswe kera byandikiwe kutwigisha ,kugira ngo tugire ibyiringiro binyuze mu kwihangana kwacu no ku ihumure rituruka mu Byanditswe . Abaroma 154 .
Enɛ ɔ ,fífá Mawu tɔn e hugǎn nukúnnúmɔjɛnǔmɛ gbɛtɔ́ tɔn bǐ ɔ na bló ayixa mitɔn kpodo linlin mitɔn lɛ kpo ɖó . Filipunu lɛ .	Ahubwo mujye mureka ibyo musaba bimenywe n’Imana ,kandi amahoro y’Imana asumba cyane ibitekerezo byose ,azarinda imitima yanyu n’ubushobozi bwanyu bwo kwiyumvisha ibintu . ’ — Abafilipi .
Mɛsɛ́dó Pɔlu ɖɔ dó azɔ̌gbɛ́ tɔn lɛ wu ɖɔ ye dó wusyɛn lanmɛ nú emi ɖesu ɖò adǎngbomɛ kpo wuvɛ̌ lɛ kpo ’ hwenu . Kolosinu lɛ 411 1 Tɛsalonikinu lɛ 37 .	Intumwa Pawulo yavuze ko Abakristo bagenzi be ‘ bamubereye ubufasha bumukomeza ,’ mu bihe by ’ ‘ ubukene no mu mibabaro . ’ — Abakolosayi 411 1 Abatesalonike 37 .
Ye ɖɔhun ɔ ,a sixu mɔ ɖɔ Mawu kpó ɖò akpá wusyɛn dó lanmɛ nú mɛ tɔn elɔ e é dó é ɖè wɛ Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun . Ezayíi 6613 .	Kimwe na bo ,ushobora kwibonera ko Imana isohoza isezerano ryayo rigira riti nk’uko umuntu akomeza guhumurizwa na nyina ,ni ko nanjye nzakomeza kubahumuriza . Yesaya 6613 .
Hwɛ Mawu Mavɔmavɔ wɛ gɔ́ alɔ nú mì bo dó gbɔ nú mì . Ðɛhan 8617 .	Kuko wowe Yehova ubwawe wamfashije kandi ukampumuriza . Zaburi 8617 .
Nǔ nyɔ́ nú mɛ e ɖò aluwɛ mɛ lɛ ,ɖó è na dó gbɔ nú ye . Matie 54 .	Hahirwa abarira ,kuko bazahozwa . Matayo 54 .
Mi zlɔ́n nǔ e ɖò linkpɔ́n nyí nú mi wɛ lɛ bǐ sín agban ɖó jǐ Mawu tɔn ,ɖó é ɖò nukún kpé dó mi wu wɛ . 1 Piyɛ́ɛ 57 .	Muyikoreze imihangayiko yanyu yose kuko ibitaho . 1 Petero 57 .
Seth ɖɔ Nyì kpo asì ce kpo bǐ wɛ azɔ̌ gblé dó hwe ɖokpo ɔ nu .	Seth yaravuze ati jye n’umugore wanjye twasezerewe ku kazi icyarimwe .
Priscilla nɔ flín xógbe Jezu tɔn e ɖò Matie 634 mɛ é éɖée hwɛhwɛ .	Priscilla yakomeje kwibuka amagambo ya Yesu ari muri Matayo 634 ,agira ati ntimugahangayikishwe n’iby’umunsi w’ejo ,kuko umunsi w’ejo uzaba ufite imihangayiko yawo .
Un wá mɔ azɔ̌ dìn có ,mǐ hɛn gbɛzán mǐtɔn bɔkun sɔgbe kpo wěɖexámɛ Jezu tɔn e ɖò Matie mɛ é kpo .	Ubu mfite akazi ,ariko tubaho mu buzima buciriritse ,kuko twiyemeje gukurikiza inama ya Yesu iboneka muri Matayo .
É sín akwɛyózó e ɖò tò ɔ mɛ é wu bɔ xwè 20 sín azɔ̌ syɛnsyɛn e mǐ wà é wá huzu nǔ yayǎ .	Imyaka 20 twari tumaze twiyuha akuya ,yari ibaye imfabusa bitewe n’ihungabana ry’ubukungu .
Un hɛn xó e mɛsɛ́dó Pɔlu ɖɔ ɖò Hlɔmanu lɛ 1221 mɛ é dó ayi mɛ ,é ɖɔ Ma jó hwiɖée dó nú nǔnyanyawiwa ɖu ɖò jǐ towe ó é nyɔ́ wà ɔ ,nɔ wà nǔ ɖagbe dó ɖu ɖò nǔ nyanya jí .	Nazirikanye amagambo y’intumwa Pawulo ari mu Baroma 1221 ,agira ati ‘ ntimukemere kuneshwa n’ikibi ,ahubwo ikibi mukomeze kukineshesha icyiza .
Hwenu e mǐ ɖó na hɛn nǔ bú ’ dó é ɖè .	Hari igihe cyo ‘ kwemera ko ikintu cyatakaye . ’ . . .
É xlɛ́ mì Nùnywɛtɔ́xó 36 bo ɖɔ nú mì kpo xomɛnyínyɔ́ kpo ɖɔ hwenu e mǐ ɖó na hɛn nǔ bú ’ dó é ɖè .	Yanyeretse umurongo wo mu Mubwiriza 36 ,maze ambwira ko hari igihe cyo ‘ kwemera ko ikintu cyatakaye .
Dìn ɔ ,é ɖó na nɔ nɔ jɔhɔn oxygène nu nú ganxixo 16 gbè ɖokpo .	Kugira ngo ahumeke yifashisha imashini ,kandi ayikoresha amasaha 16 ku munsi .
Un nɔ jló na wà nǔ gègě ,amɔ̌ ,un sixu ǎ ,wɛ Petra e ko ɖó xwè hú 80 é ɖɔ .	Petra uri mu kigero cy’imyaka 80 yaravuze ati mba nifuza gukora byinshi ,ariko nkabura agatege .
Enyi un ɖɔ xó nú Mawu gudo ɔ ,un nɔ mɔ nyiɖée mɛ ganji . Matie 2639 .	Iyo maze kubwira Yehova ibyanjye numva nduhutse . Matayo 2639 .
Nǔ cí mɔ̌ nú Julian lɔmɔ̌ ,éyɛ ko ɖò xwi ɖí xá azɔn syɛnsyɛn e nɔ hu agbaza sín wǔjɔnú ɖé lɛ é ɖé wɛ sín ɖibla yì xwè 30 ɖíe .	Julian umaze imyaka igera kuri 30 yarazahajwe n’indwara ifata imyakura ,na we ni uko yumvaga ameze .
Pɔlu ɖɔhun ɔ ,un sixu ɖɔ nugbǒ ɖɔ Mɛ e nɔ na hlɔnhlɔn mì ɔ wɛ nɔ zɔ́n ,bɔ un nɔ sixu kpé nǔ enɛ lɛ bǐ wu .’ — Filipunu lɛ 413 .	Kimwe n’intumwa Pawulo ,nshobora kuvuga nti mu bintu byose ,ngira imbaraga binyuze ku umpa imbaraga . ’ — Abafilipi 413 .
Ðó Mawu sixu ɖ’adingban ǎ wutu ɔ ,un kudeji ɖɔ un na lɛ́vɔ wá mɔ tɔ́ ce ɖò fínfɔ́n sín kú hwenu . Nùnywɛtɔ́xó 911 ,NWT Jaan 1125 Titu 12 .	Nizera ko nzongera kubona data yazutse ,kuko Imana idashobora kubeshya . Umubwiriza 911 Yohana 1125 Tito 12 .
É ɖɔ Nyì kpo asì ce kpo mɔ fífá e xó è ɖɔ ɖò Filipunu lɛ mɛ é .	Yaravuze ati iyo jye n’umugore wanjye Maribel dusenga Yehova ,twumva dufite amahoro yo mu mutima avugwa mu Bafilipi .
É wɛ nyí Mawu e nɔ dó gbɔ nú mɛ ɖò ali bǐ nu é . 2 Kɔlɛntinu lɛ 13 .	Ujye ubibwira Yehova ,we ‘ Mana nyir’ihumure ryose . ’ — 2 Abakorinto 13 .
É gla kaka bo nyì gbehwan sɛ́dó Izlayɛli - ví lɛ bo ɖɔ ye ni sɛ́ mɛ ɖokpo dó bonu emi kpo mɛ ɔ kpo na kpé hun ,lé emi na ɖu ɖò ahwan ɔ jí ɖò cɛju mɛ — 1 Samuwɛli .	Abasabye kwitoranyamo umugabo w’intwari ngo yiharahare ,aze bahangane rimwe risa . 1 Samweli .
Tɔ́ tɔn jló na mɔ ɛ dìn tlolo . 1 Samuwɛli 1612 .	Ariko umugoroba umwe se yamutumyeho ,amusaba guhita ataha . 1 Samweli 1612 .
Loɔ ,ee Davidi wá é ɔ ,Jehovah ɖɔ nú Samuwɛli ɖɔ Kɔn ami dó ta n’i bo sɔ́ ɛ axɔsu .	Ariko Dawidi ahageze ,Yehova yabwiye Samweli ati ni uyu ,haguruka umusukeho amavuta
Biblu ɖɔ Gbigbɔ Mawu Mavɔmavɔ tɔn wá Davidi jí gbè enɛ gbè ,bo nɔ jǐ tɔn kaka sɔyi . 1 Samuwɛli - .	Bibiliya igira iti kuva uwo munsi umwuka wa Yehova uza kuri Dawidi . 1 Samweli - .
Enɛ wu ɔ ,è ylɔ Davidi wá ,bɔ ɖò malin - malin mɛ ɔ ,é huzu ɖokpo ɖò mɛ e nɔ xò nǔ ɖò Sawulu sín hɔnmɛ lɛ é mɛ ,bo nɔ lɛ́ hɛn ahwanfunnu nú axɔsu ɔ . 1 Samuwɛli .	Ni yo mpamvu Sawuli yatumyeho Dawidi ,maze bidatinze ,akajya acurangira Sawuli kandi akamutwaza intwaro . 1 Samweli .
Nùkplɔnmɛ titewungbe ɖé wɛ nyí enɛ nú mǐ mɛ bǐ — Nùnywɛtɔ́xó 121 .	Iryo ni isomo ry’ingenzi twese twagombye kumwigiraho . Umubwiriza 121 .
Ye kpannukɔn yeɖée ɖò tɔdo gblɛlɛ enɛ ɔ sín akpáxwé wè lɛ . 1 Samuwɛli ,.	Izo ngabo zari ziteganye ,hagati haciyemo umubande . 1 Samweli ,.
Axɔsu ɔ ɖegbe ɖɔ è ni kplá Davidi wá nukɔn emitɔn . 1 Samuwɛli .	Amaherezo iyo nkuru yageze ku mwami Sawuli ,nuko atuma abantu ngo bamuzanire Dawidi . 1 Samweli .
Amɔ̌ ,Davidi ka lin nǔ gbɔn mɔ̌ ǎ .	Icyakora Dawidi si uko yabitekerezaga .
Enɛ wu ɔ ,é ɖɔ emiɖesu na yì kpé hun xá Goliyati . 1 Samuwɛli 1732 .	Ni yo mpamvu yiyemeje kurwana na Goliyati . 1 Samweli 1732 .
É ɖò mɔ̌ có ,è ko tuùn Davidi ɖi ahwanfuntɔ́ titewungbe ɖé ,bɔ é na ko ɖò mɛxo nyí wɛ ɖò hwenɛnu . 1 Samuwɛli 1618 1733 .	Icyakora Dawidi yari amaze kumenyekana ko ari umuntu uzi kurwana kandi ashobora kuba yari hafi kugira imyaka 20 . 1 Samweli 1618 1733 .
Hwenu e mǐ na ɖò gbɛ̀ zán sɔgbe xá nǔ e mǐ kplɔ́n lɛ é wɛ é ɔ ,mǐ na mɔ ɖɔ nǔ ɖagbe e mɛ é na tɔ́n kɔ dó é na hɛn nùɖiɖi mǐ lɔmɔ̌ tɔn lidǒ . Eblée lɛ 111 .	Nidukurikiza ibyo twiga ,bizatugirira akamaro ,kuko tuzagira ukwizera gukomeye nk’ukwa Dawidi . Abaheburayo 111 .
É dónu Davidi ɖò vodun Filisitɛ́ɛn lɛ tɔn nyikɔ mɛ ,bo xwlé nǔ ɖɔ emi na na lan kɛntɔ́ enɛ ɔ tɔn xɛ lɛ kpo gběkanlin lɛ kpo . 1 Samuwɛli .	Uwo mufilisitiya yamututse mu izina ry’imana ye ,maze aramubwira ati ngwino nkubagire ibisiga byo mu kirere ,nkugabize inyamaswa zo mu gasozi . 1 Samweli .
Lee Davidi ɖɔ gbɔn é ɔ ,Mawu Mavɔmavɔ wɛ nɔ na ɖuɖeji mɛ . 1 Samuwɛli .	Ni yo mpamvu Dawidi yavuze ati ‘ intambara ni iya Yehova . ’ — 1 Samweli .
Fí enɛ pɛ́ɛ́ wɛ Davidi ɖ’ayi . 1 Samuwɛli 1741 .	Nguko uko Dawidi yabyungukiyemo . 1 Samweli 1741 .
Davidi sɛkpɔ Goliyati ,bo sɔ́ hwǐ tɔn ,lobo gbò ta ɛ . 1 Samuwɛli .	Dawidi yegereye Goliyati afata inkota Goliyati yari yitwaje ,aba ari yo amucisha umutwe . 1 Samweli .
Ahwanfunfun ɔ cí lee Davidi ɖɔ nú Goliyati ɖɔ é na cí gbɔn é pɛ́ɛ́ Mawu Mavɔmavɔ .na jó mi nú mǐ . 1 Samuwɛli ,53 .	Intambara yahise ihindura isura nk’uko Dawidi yari yabibwiye Goliyati ati Yehova arabahana mu maboko yacu nta kabuza . 1 Samweli ,53 .
Ee mǐ ɖò tɔdo ɔ mɛ kpɔ́n sɛ́dó wɛ é ɔ ,é ɖɔ mǐ ni xà 1 Samuwɛli .	Mu gihe twarimo tureba mu kibaya ,yadusomeye muri 1 Samweli .
Hú mɔ̌ ɔ ,Xó e Mawu sɔ́ dó ayi mɛ nú mɛ lɛ bɔ ye wlan é sín akpáxwé wɛ ,enɛ wu ɔ ,Mawu nugbǒ e ma nɔ ɖó adingban ǎ é gɔ́n wɛ é gosin . Titu 12 2 Timɔtée 316 .	Icy’ingenzi kurushaho ,ni uko ari imwe mu nkuru zigize Ijambo ry’Imana ryahumetswe ,ikaba ituruka ku Mana ivugisha ukuri ,idashobora kubeshya . Tito 12 2 Timoteyo 316 .
Axɔsuɖuto Mawu Tɔn ɔ nɔ kpacɛ sín jixwé . Matie 107 Luki 109 .	Ubwami bw’Imana bufite icyicaro mu ijuru . Matayo 107 Luka 109 .
Mawu na zán Axɔsuɖuto ɔ bo na bló bɔ jlǒ tɔn na nyí wiwa ɖò jixwé kpo ayikúngban jí kpo . Matie 610 .	Imana ikoresha ubwami bwayo kugira ngo ibyo ishaka bikorwe mu ijuru no ku isi . Matayo 610 .
Mɛɖebǔ ɖò ayikúngban jí bo tuùn hwenu e Axɔsuɖuto Mawu Tɔn na wá dó pɛ́ɛ́ é ǎ . Matie 2436 .	Nta muntu n’umwe wo ku isi uzi igihe Ubwami bw’Imana buzazira . Matayo 2436 .
Nǔɖɔɖ’ayǐ Biblu tɔn lɛ xlɛ́ ɖɔ Axɔsuɖuto ɔ na wá ɖò malin - malin mɛ . Matie ,12 .	Ubuhanuzi bwo muri Bibiliya bugaragaza ko ubwo Bwami buri hafi kuza . Matayo ,12 .
Mɛ E tɔn wɛ É Adrián De la Fuente	Byavuzwe na Adrián de la Fuente
