input	target
You can find out a lot about how konqueror works without needing to read this entire document if you take advantage of Tooltips and the What's This feature.	Ungafumana okuninzi malunga nokuba i konqueror isebenza njani ngaphandle kokufuna ukufunda lonke uxwebhu ukuba uthatha udelelo lo Icebiso Yintoni le feature.umsebenzi osemqoka.
If Tooltips have been enabled in kde K menu Control Center Appearance Themes Style,Style dialog then when you hover the mouse pointer over a Toolbar or Navigation Panel button it should bring up a terse description of what that button does.	Ukuba Incam yesixhobo yenziwe kwi kde i K menu Umbindi Wolawulo Jonga Yiva Izicwqangciso Zewidget,yenza Iincam Zesixhobo xa uhambisa i wesalathisi se mouse ngaphezulu kwe ibhari iqosha lesixhobo imele iveze uchazo olulungisiweyo lomsebenzi we qosha.
What's This is invoked by the Menubar Help What's This item,by Shift F1,or by just LMB clicking on the question mark near the top right hand corner of konqueror 's window. It changes the cursor to show a question mark alongside the arrow.	Yintoni Le ibheniswa yi the Menubar UncedoYintoni Le F1 hotkey,okanye ngo nje LMB ukunqakraza kuphawu lombuzo kufutshane nekona yesandla phezulu sasekunene ye Konqueror ye festile.Itshintsha isalathisi ukubonisa uphawu lombuzo ngapha kwetolo.
Left and Middle Mouse Button Actions	Ekhohlo na Phakathi Iintshukumo zeQhosha le Mouse
If you click the LMB on an item in konqueror 's window,it will be activated. Thus	Ukuba unqakraza i LMB kumba kwifestile ye konqueror lomba uzakuba setyenziswa.Nje
Left click on an icon in the Toolbar to do whatever that icon is supposed to do.	Ekhohlo nqakraza kwi icon kwibar yeSixhobo ukwenza nayiphi na into i icon emele ukuyenza.
Left click on an item in the Menubar to make that menu drop down.	Ekhohlo nqakraza kumba kwi Menubar ukwenza loo menu iwe phantsi.
Left click on a menu item to do that thing.	Ekhohlo nqakraza kumba we menu ukwenza loo nto.
Left click on an icon in the Bookmark Toolbar to open that URL .	Ekhohlo nqakraza kwi icon yenqaku leencwadi Yesixhobo ukuvula ukuba URL.
Left click on a link in a web page to make konqueror follow that link.	Ekhohlo nqakraza kwikhonkco lephepha le web page ukwenza i konqueror landela elo khonkco.
Left click on a folder icon or name and konqueror will descend into show the contents of that folder.	Ekhohlo nqakraza kwi icon yolawulo okanye igama ne konqueror izakuhla kwi bonisa imixholo yolo lawulo.
Left click on a file name or icon and konqueror will do whatever it thinks appropriate,based on the file type. In general this means opening HTML pages,or previewing text,image or KOffice files,showing them within konqueror 's window Preview means that you can see the file but not change it.	Ekhohlo nqakraza kwigama lefayile okanye i icon ne konqueror izakwenza nayiphi na into ecinga ukuba ilungile,ejolise kudidi lwefayile.Ngokubanzi oku kuthetha ukuvula HTML amaphepha,okanye ukubonisa okubhaliweyo,umfanekiso okanye KOffice iifayile,zilungiswa kwi konqueror window.Imboniso ithetha ukuba ungabona ifayile kodwa ungayitshintshi.
Right Mouse Button Menus	Ekunene IiMenu zeQhosha le Mouse
Clicking the RMB on almost any part of konqueror 's window will bring up an appropriate context menu.	Nqakraza i RMB phantse nakweliphi iqela lefestile ye konqueror ezakuzisa elungileyo i menu.
If you have enabled the Right click goes back in history option in konqueror 's configuration settings a simple right click is equivalent to clicking on the Back button. In this case you can access the context menu by moving the mouse with the right button held down.	Ukuba wenze i Ukunqakaza ekunene lukubuyisela emva kwimbali ukhetho kwi konqueror Umkhangeli zincwadi uqwalaselo lwezicwangciso ezilula right unqakrazo luyafana nokunqakraza kwi Emva iqosha.Ngoku unonikezelo kwi menu ye context ngokuhambisa i mouse nge ekunene iqosha libanjwe phantsi.
On the Titlebar	Kwibar yeWonga
Right clicking on any free area of the Titlebar brings up the Titlebar Menu,allowing you to control the position of konqueror 's window as well as the decoration applied to all kde program windows.	Ekunene nqakraza nakweyiphi na i ariya ekhululekileyo yebar yeWonga izisa iMenu yebar yeWonga,ikuvumela ukulawula indawo ye konqueror window kunye nohombisoa olufakwe kuzo zonke i kde iiwindow zodweliso lwenkqubo.
On the Main Toolbar	Kwibar yeSixhobo
On the Location Toolbar	Kwibar yeNdawo
Right click in the URL entry box area to perform Cut,Copy,Paste or Clear operations in this area,or to change the automatic Text Completion features.	Ekunene nqakraza kwi URL kwibhokisi yongeno ukwenza Usiko,Ukhuphelo,Ucolo okanye Ucaciso lwemisebenzi kule ariya,okanye ukutshintsha i ugqibo oluzenzekelayo imisebenzi.
On the Bookmark Toolbar	Kwibar yeSixhobo yenaku leNcwadi
If you have the Bookmark Toolbar showing,then right click on any free part of it to bring up the Bookmark Toolbar Menu which lets you change its position and whether items are shown as text,icons,or both.	Ukuba unebar yeSixhobo yenqaku leNcwadi ebonisayo,ngoku ekunene nqakraza nakweliphi na iqela elikhululekileyo layo ukuzisa iMenu yebar yeSixhobo yenqaku leNcwadi ekuvumela ukutshintsha indawo yayo kwaye noba imiba iboniswe kokubhaliweyo,ii icon,okanye zombini.
Within a View	Ngaphakathi kweMboniselo
If you right click on any free area of a view then you will get a menu that contains,among other options,the Up,Back,Forward and Reload navigation commands.	Ukuba u ekunene nqakraza nakweyiphi na i ariya ekhululekileyo yemboniselo ngoku ungafumana le menu,equlathe i Phezulu,Emva,Phambili ne Layisha kwakhona imiyalelo yolawulo nayo njenge Yenza olutsha ukhetho kwi Hlela menu.
On a File or Folder	KwiFayile okanye kuLawulo
On the Status Bar	Kwibar yeNdawo engatshintshiyo
Right click on the Status Bar at the bottom of a window or view to add or remove a view within konqueror 's window.	Ekunene nqakraza kwiBar yeNdawo engatshintshiyo ezantsi kwe window okanye bonisela ukudibanisa okanye ukususa imboniselo kwi konqueror window.
Viewing Help,Man and Info Pages	Umntu Oboniselayo naMaphepha Olwazi
If you want to read UNIX Man pages konqueror makes it easy. touch or touch into the Location Toolbar to see the page for the touch command.	Ukuba ufuna ukufunda i UNIX Amaphepha oMntu konqueror yenza lula,Umzekelo chwetheza i man touch okanye touch kwibar yendawo ukubona iphepha lomyalelo wokubamba.
To browse through UNIX Info pages,dir takes you to Info's top level directory,then it's just a matter of clicking on the right links to find the page you want. Alternatively,command name to go straight to the Info page you want.	Kwaye yenza ukhangelo ngapha kwamaphepha Olwazi phantse ulwazi olulungileyo.info dir ikubeka kulawulo lomphakamo ophezulu wolwazi ngoku yinto nje yokunqakraza ekunene kumakhonkco ukufumana iphepha olufunayo.
Using Bookmarks	Usebenzisa Amanqaku encwadi
Although you can use konqueror 's bookmarks to record the locations of your own files and folders,they are most useful when you are surfing the Web,letting you build up a list of useful sites.	Noxa ungasebenzisa i konqueror amanqaku encwadi ukushicilela iindawo yeefayile zakho nabalawuli,baluncedo kakhulu xa ukhangela i Web,ikuvumela wakhe uluhlu lwamanxuwa aluncedo.
To open the Bookmarks menu you may either left click on the Bookmarks menu or use the Alt B shortcut. Once the list is visible,you can navigate through it with the arrow keys or with your mouse,then press Enter or left click to visit the selected location.	Ukuvula i Amanqaku encwadi lahla- phantsi uluhlu onokuli noba ekhohlo nqakraza kwi Menubar Amanqaku encwadi umba,okanye sebenzisa i Alt B hotkey.Xa uluhlu lubonakala,ungalawula ngapha kwayo ngezitshixo zetolo okanye imouse yakho,ngoku cinezela Ngena okanye LMB nqakraza ukundwendwela indawo ekhethiweyo.
To add a new item to the list use Bookmarks Add Bookmark or Ctrl B or right click on a clear space in the web page or folder view and select Bookmark this Location from the pop up menu.	Ukudibanisa umba omtsha kuluhlu sebenzisa iMenubar Amanqaku encwadi Dibanisa Inqaku lencwadi umba okanye Ctrl B okanye ekunene nqakraza kwaye ukhethe i Dibanisa kuManqaku encwadi xa ubonisela ulawulo olufunekayo okanye iphepha le web.
The Bookmarks list can contain subfolders containing other bookmarks,you can create these with Bookmarks New Bookmark Folder.... To add a bookmark into a subfolder rather than into the main Bookmark list,select the folder from within the Bookmarks list and use the Add Bookmark item in that folder.	Ukudibanisa inqaku lencwadi kwincwadi eneenkcukacha- esezantsi kunoluhlu olungundoqo lenqaku lencwadi,khetha lo ncwadi eneenkcukacha kwi Amanqaku encwadi menu kwaye sebenzisa i Dibanisa Inqaku lencwadi umba kulo ncwadi eneenkcukacha.
The Bookmark Editor	Kwibar yeSixhobo yenaku leNcwadi
The Bookmarks Edit Bookmarks option opens the Bookmark Editor.	I Amanqaku encwadi Hlela Amanqaku encwadi ukhetho luvula i Umhleli Wenqaku lencwadi kwi festile entsha.Apha kulapho ungenza khona
A new subfolder can be created at the selected point in the list by using the Create New Folder... option in the Insert menu or from the drop down menu you get when you right click on an item in the main part of the window,or with Ctrl N	Yenza iincwadi ezineenkcukacha ezintsha nezisezantsi ngokusebenzisa i Yenza Entsha Incwadi eneenkcukacha ukhetho kwi Ifayile menu okanye kulahlo phantsi lwe menu olufumanayo xa ekunene nqakraza kwindawo engundoqo ye window,okanye nge Ctrl N
To select which bookmark subfolder is used to hold the Bookmark Toolbar items select the subfolder then choose Set as Toolbar Folder from the Edit menu.	Tshintsha incwadi eneenkcukacha esetyenzisiweyo ukubamba imiba yebar yeSixhobo yeNqaku lencwadi ukhetha loo ncwadi eneenkcukacha ngoku ekhohlo nqakraza kwi Cwangcisa Njengencwadi eneenkcukacha yebar yeSixhobo kwi Hlela i menu.
Do n't forget to save your changes with File Save or Ctrl S before you leave the Bookmark Editor.	Anga,nngenene,vula umzekelo we konsole,mhlawumbi nge konqueror s Menubar Izixhobo Vula Indlela yesiphelo ukhetho okanye nge Ctrl T.
konqueror the Web Browser	konqueror Umkhangeli we Web
Browsing www. konqueror. org	Browsing www.konqueror.org
Connecting to the Internet	Idibanisa kwi Internet
Once you are connected to the Internet you can use konqueror to browse the Web just as easily as you can use it to handle your local files. Just type a URL into the Location Toolbar window,press Enter ,and you are away	Xa udityanisiwe kwi Internet ungasebenzisa i konqueror ukukhangela iWeb nje ngokulula onokusebenzisa ukuphatha ezobulali ezakho iifayile.Nje chwetheza i URL kwiwindow yebar yeNdawo,cinezela Ngena,kwaye ukude
If you use a dial-up modem connection,then you will be using kppp or a similar dialer program to make the connection.	Ukuba usebenzisa udibaniso lwe modem- yokucofa,ngoku uzakusebenzisa i kppp okanye udweliso lwenkqubo lomcofi olufanayo ukwenza udibaniso.
If your machine is connected to a local area network LAN that gives you a proxy connection to the Internet then you will have to set konqueror up for the proxy connection. This can be done with the Proxy page of the Settings Configure Konqueror... dialog.	Ukuba umatshini udityaniswe kwi ariya yobulali yomsebenzi womnatha LAN oko kukunika udibaniso legunya lokusebenzela omnye kwi Internet ngoku uzakucwangcisa i konqueror phezulu yodibaniso legunya lokusebenzela omnye njengoko kuchaziwe kwi Uqwalaselo Legunya lokusebenzela omnye icandelo.
An error message such as Unknown Host usually means that konqueror cannot find a connection to the Internet or that you have entered an incorrect URL .	Imposiso yomyalezo onjenge Umamkeli Engaziwayo ngesiqhelo ithetha ukuba i konqueror ayinakufumana dibaniso kwi Internet okanye ungenise engalunganga i URL.
Surfing and Searching	Ulephuzo no Phendlo
Once you have a connection to the Internet,you can surf with konqueror just as you can with any other browser.	Xa unodibaniso kwi Internet,ngoku ungalephuza nge konqueror njengoko unako ngomnye umkhangeli zincwadi.
Left click on a link in the page to go there.	Ekhohlo nqakraza kwikhonkco kwiphepha ukuya apho.
To go back to the previous page use the Alt Left Arrow shortcut,the Back button on the Toolbar,or the Menubar Go Back option.	Ukubuyela umva kusebenziso lwephepha elidlulileyo i Ctrl Utolo laseKhohlo hotkey,i Emva iqhosha kwibar yeSixhobo,okanye i Menubar Hamba Emva ukhetho,jnjengoko usenza xa ulawula ngapha kwefayile ezizezakho.
Similarly,once you have gone back you can go forward by using Alt Right Arrow,the Forward button,or the Menubar Go Forward option.	Ngokufanayo,xa ubuyele umva ungaya phambili ngokusebenzisa i Ctrl Utolo laseKunene,i Phambili iqhosha,okanye i Menubar Hamba Phambili ukhetho.
If you want to stop the download for any reason then use the Esc key,the Toolbar Stop button or the Menubar View Stop item.	Ukuba ufuna ukumisa ulayisho lasezantsi ngaso nasiphi na isizathu ngoku sebenzisa i Esc isitshixo,ibar yeSixhobo Yima iqhosha okanye iMenubar Imboniselo Yima umba.
Tabbed Browsing	Ukhangelo oluphawulweyo
Right clicking on a tab will bring up a menu with the following options	Ekhohlo nqakraza kumba we menu ukwenza loo nto.
To close the selected tab page.	Cima umba imi okhethiweyo.
To see what Web Shortcuts are available,and perhaps add your own,use Settings Configure Konqueror... to open the Settings dialog box and click on the Web Shortcuts icon.	Ukushicilela ukhuphelo lwephepha oliboniselayo kwenzeka lula nge Menubar Indawo Shicilela.okanye Shicilela Isakhelo ukhetho,okanye nge ngebar yeSixhobo Shicilela iqhosha.
To overcome this problem you can change the browser identification information that konqueror sends for specific sites or domains by selecting Settings Configure Konqueror... to bring up the Settings dialog box and clicking the Browser Identification icon.	Ukushicilela ukhuphelo lwephepha oliboniselayo kwenzeka lula nge Menubar Indawo Shicilela.okanye Shicilela Isakhelo ukhetho,okanye nge ngebar yeSixhobo Shicilela iqhosha.
Saving and Printing Web Items	Igcina kwaye Ishicilela Imiba ye Web
If the page uses a background image,you can get and save that with the Location Save Background Image As... option.	Ukuba iphepha lisebenzisa umfanekiso wesiqalo,ungafumana kwaye ugcine loo nto nge Menubar Indawo Gcina Umfanekiso weSiqalo Njenge.ukhetho.
If you right click on a link which may be a picture and select Save Link As... from the pop up menu the basic HTML or similar source text will be downloaded and saved on your local disk.	Ekunene nqakraza kwikhonkco olunokuba ngumfanekiso kwaye khetha i Khuphela Indawo yeKhonkco.Oku kukhuphela i URL kwibhodi eqhotyoshwayo ukuze ubeno kuyicola kwi,yithi,i e- mali kumhlobo emxelela malunga neli nxuwa lihle.
Right clicking on a link which may be a picture and choosing Copy Link Location will copy the URL of the link to the clipboard so you can then paste it into,say,an e-mail to a friend telling her about this wonderful new site.	Ekunene nqakraza kwikhonkco olunokuba ngumfanekiso kwaye khetha i Khuphela Indawo yeKhonkco.Oku kukhuphela i URL kwibhodi eqhotyoshwayo ukuze ubeno kuyicola kwi,yithi,i e- mali kumhlobo emxelela malunga neli nxuwa lihle.
Right clicking on a picture and choosing Copy Image Location copies the URL of the picture to the clipboard.	Ekunene nqakraza kwikhonkco olunokuba ngumfanekiso kwaye khetha i Khuphela Indawo yeKhonkco.Oku kukhuphela i URL kwibhodi eqhotyoshwayo ukuze ubeno kuyicola kwi,yithi,i e- mali kumhlobo emxelela malunga neli nxuwa lihle.
Printing a copy of the page you are viewing is easily done with the Menubar Location Print... or Print Frame option or with the Toolbar Print button.	Ukushicilela ukhuphelo lwephepha oliboniselayo kwenzeka lula nge Menubar Indawo Shicilela.okanye Shicilela Isakhelo ukhetho,okanye nge ngebar yeSixhobo Shicilela iqhosha.
FTP ,or File Transfer Protocol,is one of the earliest,and still perhaps the best,way of transferring files between computers over the Internet.	FTP,okanye iProtocol Yonikezelo yeFayile,yenye yeziphambili,kwaye mhlawumbi isengcono,indlela yokunikezela iifayile phakathi kwee computer ngapha kwi Internet.
ftp. kde. org pub kde	ftp ftp.kde.org pub kde
into the Location Toolbar and press Enter . As long as you are connected to the Internet,and as long as the kde 's FTP site is not too busy,you should end up seeing the pub kde folder at kde-ftp	kwibar yeNdawo kwaye cinezela Ngena.Nje ukuba udityanisiwe kwi Internet,kwaye nje ukuba i kde s FTP inxuwa alixakekanga kakhulu,ungaphela ubona i pub kde ulawulo kwi ftp.kde.org
Although,strictly speaking,FTP URL and WWW URL konqueror is usually smart enough to figure out what is meant,and insert these characters for you if you leave them out.	Noxa,uthetha ngokuphandle,FTP URL s inokungeniswa uqala nge ftp ne WWW URL s iqala nge http konqueror iqhele ukubukeka ngokwaneleyo ukuqwalasela okuthethwayo,kwaye faka aba basebenzi bakho ukuba ubashiya ngaphandle.
Sites that are more concerned with security will need a proper username and password,in which case konqueror will ask you for them or you can include the username in the URL you type into the Location Toolbar,as for example	Amanxuwa ajongene kakhulu ngokhuseleko azakufuna elona gama lomsebenzisi lililo negama eligqithisiweyo,apho kumzekelo i konqueror izakubuza ngabo okanye ungaquka igama lomsebenzisi kwi URL uchwetheza kwibar yeNdawo,njengomzekelo
username ftp. cia. org	ftp igama lomsebenzisi ftp.cia.org
konqueror will then prompt you for the password.	konqueror izakunika igama eligqithisiweyo.
The konqueror Handbook	I konqueror Incwadi yesandla
Erwan. Loisant	Erwan Loisant,Pamela Roberts
Pamela. Roberts	Erwan Loisant,Pamela Roberts
konqueror is kde 's advanced File Manager,Web Browser and Universal Viewing Application.	konqueror yi kde Umphathi wefayile ephambili,Umkhangeli we Web no Mboniseli Woxwebhu.
File Manager	Umphathi wefayile
konqueror is part of the kdebase package which an essential part of kde .	konqueror yinxenye yempahla ye kdebase apho iqela elisebenzayo le kde.
For instructions on acquiring kde www. kde. org.	Yemiyalelo efuna i kde nceda bona i http www.kde.org.
For further information about konqueror www. konqueror. org.	Ulwazi oluphangaleleyo malunga ne konqueror ungathanda ukundwendwela http www.konqueror.org.
Command Reference	Uthelekiso Lomyalelo
The shortcut key combinations shown in this chapter are the default ones. They can of course be changed.	Isitshixho esifutshane zendibaniso eziboniswe kwisiqendu njengezingagqibekanga.Ziyakwazi ukutshintsheka.
The Location Menu	I Indawo Menu
Ctrl N Location	Ctrl N Indawo ekuyo i Window Entsha
Open another konqueror window.	Vula enye i konqueror window.
Ctrl Shift N Location	Ctrl Shift F i Window Indlela Yekhusi elipheleleyo
Open another konqueror tab,containing a blank page.	Vula enye i konqueror window,uphinda enye yangoku.
Ctrl D Location	Ctrl D Indawo ekuyo Imphindo ye Window
Open another konqueror window,duplicating the current one.	Vula enye i konqueror window,uphinda enye yangoku.
Ctrl O Location...	Ctrl O Indawo ekuyo Vula Indawo ekuyo.
Open a folder or file by entering its path for example home pam or home pam fred. txt in a simple dialog box.	Vula ulawulo okanye ifayile ngokungenisa umendo wayo u mzekelo home pam okanye home pam fred.txt kwibhokisi yencoko yababini elula.
Location Send Link	I ndawo ekuyo Vula Ifayile
Send an email containing a link to the current location.	Thumela i email equlathe ikhonkcokwindawo ekuyo.
Location Send File	I ndawo ekuyo Vula Ifayile
Send an email containing the selected file as an attachment.	Thumela i email equlathe ifayile ekhethekileyo njengefakelelweyo.
Location Save Background Image As...	Indawo ekuyo Gcina Umfanekiso Wesiqalo Njenge.
Only applies if you are viewing a web page with a background image. Opens the Save As dialog box to let you save the background image file to your own computer.	Isebenza kuphela ukuba ubonisela iphepha le web ngomfanekiso wesiqalo.Ivula i Gcina Njengebhokisi yencoko yababini ukuvumela ugcine ifayile yomfanekiso wesiqalokweyakho icomputer.
Ctrl S Location Save As...	Ctr S Indawo ekuyo Gcina Njenge.
Only applies if you are viewing a document or web page,uses the Save As... dialog box to let you save a copy to your own computer.	Isebenza kuphela ukuba ubonisela uxwebhu okanye iphepha le web,isebenzisa i Gcina Njenge.ibhokisi yencoko yababini ukuvumela ukuba ugcine ukhuphelo kweyakho i khomputa.
