input	target
KíyèsíTorí wí pé o parí Ìwé-ẹ̀rí CC kò fún ọ gẹ́gẹ́ bí akẹ́kọ̀ọ́ láṣẹ láti pe ara rẹ̀ ní amòfin tí ó ń fún àwọn ènìyàn ní àmòràn ajẹmófin lórí àṣẹ-ẹ̀dà iṣẹ́-àtinúdá, ìfòtítọ́ lò fifi òdodo lo iṣẹ́ tàbí àṣẹ ìṣísílẹ̀-gbangba-wálíà fun àtúnlò.	Completing the CC Certificate does not entitle learners to provide legal advice on copyright, fair use fair dealing or open licensing.
Àwọn àkóónú abala-ẹ̀kọ́ àti àwọn ìwífún àwọn olùkọ́ni Ìwé-ẹ̀rí náà kì í ṣe ìmọ̀ràn ajẹmófin.	The content in this course and the information Certificate facilitators share is also not legal advice.
Bí ó ti jẹ́ wí pé o kò leè fún ẹnikẹ́ni nímọ̀ràn ajẹmófin lẹ́yìn tí o bùṣe nínú ẹ̀kọ́ inú ìdá yìí, wà á ní ìmọ̀ kíkún tí kò ní ẹlẹ́gbẹ́ bí o bá parí abala-ẹ̀kọ́ yìí.	While you should not share legal advice to others based on course content, you will develop a high level of expertise upon completion of this course.
Ó dájú wí pé wà á kọ́ nípa àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá àṣẹ ìṣísílẹ̀-gbangba-wálíà àti àwọn onírúurú ìṣe ìṣísílẹ̀-gbangba-wálíà láti agbègbè dé agbègbè.	You will learn a lot about copyright, open licensing and open practices in various communities.
Lẹ́yìn tí o bá gba oyè ẹ̀kọ́, ìrọ̀rùn ni ìṣípayá nípa àṣẹ-ẹ̀dà yóò jẹ́ fún ọ, bẹ́ẹ̀ náà ni wà á dántọ́ nínú àṣẹ ìṣísílẹ̀-gbangba-wálíà, wà á dájúdánú nínú àgbéyẹ̀wò ìṣẹ̀lẹ̀ àti ìmọ̀ àwọn ìṣe ìṣísílẹ̀-gbangba-wálíà tí ó kájú òṣùwọ̀n.	Upon graduation, you should feel comfortable sharing the facts about copyright and open licensing, case studies and good open practices.
Ìtàn Creative Commons	The Story of Creative Commons
Lílóye nípa bí àwọn ọ̀kan-ò-jọ̀kan àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ṣe mí sínú àwọn ènìyàn kárí ayé, o ní láti mọ bíntín bí Creative Common ti ṣe ṣẹ̀.	To understand how a set of copyright licenses could inspire a global movement, you need to know a bit about the origin of Creative Commons.
Sọ ìtàn ìdí tí a fi dá Creative Commons sílẹ̀	Retell the story of why Creative Commons was founded
Tọ́ka sí àwọn ojúṣe òfin àṣẹ-ẹ̀dà lórí ìṣẹ̀dálẹ̀ Creative Commons	Identify the role of copyright law in the creation of Creative Commons
Ìbéèrè Àrágbáramúramù Ìdí tí ó fi ṣe kókó	Big Question Why It Matters
Kí ni àwọn ìdí lábẹ́ òfin àti àṣà fún ìdásílẹ̀ Creative Commons 	What were the legal and cultural reasons for the founding of Creative Commons 
Kín ni ìdí tí CC ṣe di igi àràbà tí gbogbo àgbáyé ń bá ṣe 	Why has CC grown into a global movement 
Àwọn olùdásílẹ̀ CC rí àìṣe déédéé tí ó wà láàárín ìmọ̀-ẹ̀rọ àti àwọn ohun tí àṣẹ-ẹ̀dà pa ààlà fún, wọ́n sì wá ọ̀nà miiran fún àwọn oníṣẹ́-àtinúdá láti pín iṣẹ́ wọn.	CC’s founders recognized the mismatch between what technology enables and what copyright restricts, and they provided an alternative approach for creators who want to share their work.
Lónìí, ẹgbẹẹgbẹ̀rún lọ́nà ẹgbẹẹgbẹ̀rún àwọn oníṣẹ́-àtinúdá kárí àgbáńlá ayé ló ń lo ìlànà yìí.	Today that approach is used by millions of creators around the globe.
Ìfiyèsí ti ẹni Ìdí tí ó fi ṣe kókó fún ọ	Personal Reflection Why It Matters to You
Ìgbà wo ni ìgbà àkọ́kọ́ tí o gbọ́ nípa Creative Commons 	When did you first learn about Creative Commons 
Ronú nípa bí o ṣe máa ṣàlàyé ohun tí CC jẹ́ fún ẹni tí kò gbọ́ ohunkóhun nípa rẹ̀ rí.	Think about how you would articulate what CC is to someone who has never heard of it.
Láti ní òye pípé nípa iléeṣẹ́ náà, ó pọn dandan kí a kọ́kọ́ bẹ̀rẹ̀ pẹ̀lú ìṣẹ̀lẹ̀-àtẹ̀yìnwá ráńpẹ́.	To fully understand the organization, it helps to start with a bit of history.
Kíkọ́ ìmọ̀ tí ó ṣe Pàtàkì	Acquiring Essential Knowledge
Ìtàn Creative Commons f’ẹsẹ̀lélẹ̀ pẹ̀lú àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá.	The story of Creative Commons begins with copyright.
Wà á kọ́ ní ẹ̀kúnrẹ́rẹ́ nípa àṣẹ-ẹ̀dà bí ó bá yá nínú abala-ẹ̀kọ́ yìí, àmọ́ nísinsìnyí ó tọ́ láti mọ̀ wí pé àṣẹ-ẹ̀dà jẹ́ ẹ̀ka ìmọ̀ òfin tí ń mú bí a ṣe ń lo iṣẹ́-ọpọlọ ẹ̀dá-ọmọ-ènìyàn wá sábẹ́ òfin – bí ìwé, àròkọ ìṣe-ìwádìí ajẹmákadá, orin, àti iṣẹ́-ọnà.	You’ll learn a lot more about copyright later in the course, but for now it’s enough to know that copyright is an area of law that regulates the way the products of human creativity are used - like books, academic research articles, music, and art.
Àṣẹ-ẹ̀dà fi àyè gba àwọn ọ̀kan-ò-jọ̀kan ẹ̀tọ́ tí ó jẹ́ ti oní-nǹkan nìkan, kí oní-nǹkan ó ba fi òfin de ẹlòmíràn lábẹ́ òfin láti má lè ṣe ẹ̀dà tàbí ṣe àyọlò iṣẹ́ rẹ̀ fún ìgbà ráńpẹ́.	Copyright grants a set of exclusive rights to a creator, so that the creator has the ability to prevent others from copying and adapting her work for a limited time.
Ní ọ̀nà mííràn, òfin àṣẹ-ẹ̀dà ní ń sọ bí ẹnikẹ́ni ti ṣe lè ṣe ẹ̀dà iṣẹ́ àti ẹni tí ó lè pín in fún.	In other words, copyright law strictly regulates who is allowed to copy and share with whom.
Ẹ̀rọ-ayélujára-wọn-bí-ajere ti fún wa ní àǹfààní láti parapọ̀ ṣiṣẹ́ lórí àwọn iṣẹ́-ọpọlọ tí ẹ̀dá-ọmọ-ènìyàn ṣẹ̀dá tí ó wà lábẹ́ òfin àṣẹ-ẹ̀dà, pín iṣẹ́ ká àti rí ọwọ́ tó, sí iṣẹ́ ní ọ̀nà tí a kò lérò tẹ́lẹ̀.	The internet has given us the opportunity to access, share, and collaborate on human creations all governed by copyright at an unprecedented scale.
Agbára pínpínká tí ìmọ̀-ẹ̀rọ ayárabíàṣá mú wá ń kòdìmú pẹ̀lú ààlà àìlèpínṣẹ́ká tí ó ti rọ̀ mọ́ òfin àṣẹ-ẹ̀dà kárí ayé.	The sharing capabilities made possible by digital technology are in tension with the sharing restrictions embedded within copyright laws around the world.
A dá Creative Commons ní ojúnà àti wá àtúnṣe sí ìṣòro tí ó wà láàárín òye láti pín àwọn iṣẹ́ lórí ẹ̀rọ-ayárabíàṣá kárí ayé ní ọ̀nà tí ó bá òfin àṣẹ-ẹ̀dà mu.	Creative Commons was created to help address the tension between creator’s ability to share digital works globally and copyright regulation.
Ìtàn náà bẹ̀rẹ̀ pẹ̀lú ìṣòfin àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ní orílẹ̀-èdè America.	The story begins with a particular piece of copyright legislation in the United States.
A pè é ní Àbádòfin Ìfàgùn Èdè-Ìperí Àṣẹ-ẹ̀dà Sonny Bono, ìyẹn Sonny Bono Copyright Term Extension Act CTEA, tí a gbà wọlé gẹ́gẹ́ bí òfin ní ọdún 1998.	It was called the Sonny Bono Copyright Term Extension Act CTEA, and it was enacted in 1998.
Ó fa ìkáwọ́ èdè-ìperí àṣẹ-ẹ̀dà gùn láti kan gbogbo iṣẹ́ tí ó ba jẹ́ ti Ìpínlẹ̀ Ìṣọ̀kan ti America—títí kan àwọn tí a ti tẹ̀ jáde tẹ́lẹ̀—pẹ̀lú àfikún ọdún 20 sí ọjọ́ tí a tẹ̀ ẹ́, torí náà èdè-ìperí fi ìgbé ayé oníṣẹ́-ọpọlọ àti àfikún ọdún 70 sí ọgbọọgba.	It extended the term of copyright for every work in the United States—even those already published—for an additional 20 years, so the copyright term equaled the life of the creator plus 70 years.
Ìgbésẹ̀ yìí fi èdè-ìperí àṣẹ-ẹ̀dà orílẹ̀-èdè U.S.sí ìbámu kan náà pẹ̀lú àwọn orílẹ̀-èdè mìíràn, bí-ó-ti-lè-jẹ́-pé di òní olónìí, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ó fi àṣẹ náà sílẹ̀ sí ọdún 50 lẹ́yìn tí oníṣẹ́-ọpọlọ náà bá papòdà.	This move put the U.S.copyright term in line with some other countries, though many more countries remain at 50 years after the creator’s death to this day.
Ìṣiré Òtítọ́ tí ó dájú Mickey Mouse Protection Act ni a máa ń pe CTEA nítorí wí pé ìfàgùn èdè-ìperí àṣẹ-ẹ̀dà náà wá sáyé ní kété tí àwòrándààyè àtilẹ̀bá Mickey Mouse, Steamboat Willie, yóò ti bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.	the CTEA was commonly referred to as the Mickey Mouse Protection Act because the extension came just before the original Mickey Mouse cartoon, Steamboat Willie, would have fallen into the public domain.
Larry Lessig ń sọ̀rọ̀ lórí kókó-ọ̀rọ̀ àpérò ccsummit2011 	Larry Lessig giving ccsummit2011 keynote
Àwòrán láti Flickr	Photo from Flickr
CC BY 2.0 Unported	CC BY 2.0 Unported
Ọ̀jọ̀gbọ́n Ìmọ̀-òfin Stanford Law, Lawrence Lessig, nígbàgbọ́ wí pé òfin tuntun yìí kò bá òfin-ìpínlẹ̀ mu.	Stanford Law Professor, Lawrence Lessig, believed this new law was unconstitutional.
Èdè-ìperí fún àṣẹ-ẹ̀dà ti rí ìfàgùn nínú àwọn ọdún tí ó ti ré kọjá.	The term of copyright had been continually extended over the years.
Òpin ọ̀rọ̀-ìperí àṣẹ-ẹ̀dà jẹ́ kókó—ó sààmì àsìkò tí iṣẹ́ kan yóò bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà, ní èyí tí ó ṣe wí pé gbogbo ènìyàn lè lo iṣẹ́ yẹn fún ohunkóhun láì gba àṣẹ.	The end of a copyright term is important—it marks the moment when a work moves into the public domain, whereupon everyone can use that work for any purpose without permission.
Èyí pọn dandan ní ti ìbámu ètò àṣẹ-ẹ̀dà.	This is a critical part of the equation in the copyright system.
Òfin tuntun náà tún ṣòro láti dìrọ̀ mọ́ ìlépa àṣẹ-ẹ̀dà bí a ti ṣe kọ ọ́ sínú Ìwé-òfin ìpínlẹ̀ U.S.—láti pèsè ìmóríyá fún àwọn ọlọ́gbọ́n àtinúdá láti pín àwọn iṣẹ́ wọn nípasẹ̀ yíyọwọ́ kílàńkó àṣẹ gbogbo lórí iṣẹ́ wọn kúrò díẹ̀.	The new law was also hard to align with the purpose of copyright as it is written into the U.S.Constitution—to create an incentive for authors to share their works by granting them a limited monopoly over them.
Báwo ni òfin ṣe leè tẹ̀síwájú ní ojúnà àti pèsè kóríyá fún àwọn iṣẹ́ tí a ti gbé jáde 	How could the law possibly further incentivize the creation of works that already existed 
Lessig ṣojú atẹ̀wé lórí ìtàkùn àgbáyé, Eric Eldred, ẹni tí ó ti fi ìgbésí ayé rẹ̀ mú àwọn onírúurú iṣẹ́ wà ní àrọ́wọ́tó bí wọ́n ṣe ń bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.	Lessig represented a web publisher, Eric Eldred, who had made a career of making works available as they passed into the public domain.
Wọ́n parapọ̀ di alátakò àìbófinmu Àbá náà.	Together, they challenged the constitutionality of the Act.
Ẹjọ́ náà, tí ó di mímọ̀ pẹ̀lú orúkọ Eldred v.Ashcroft, dé Ilé-Ẹjọ́ Gíga-Jù-Lọ ti orílẹ̀-èdè Ìṣọ̀kan Ìpínlẹ̀ America.Eldred pàdánù ẹjọ́.	The case, known as Eldred v.Ashcroft, went all the way to the U.S.Supreme Court.Eldred lost.
Túláàsì ni, bí o fẹ́ bí o kọ̀, ti olùpilẹ̀ṣẹ̀ iṣẹ́ ni àṣẹ-ẹ̀dà, kò sì ṣe é tọwọ́ bọ̀ lójú.	Copyright is automatic, whether you want it or not.
Níwọ̀n bí àwọn ènìyàn kan ṣe fẹ́ kí gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ ó jẹ́ ti àwọn nìkan, àwọn mìíràn fẹ́ kí iṣẹ́ wọn ó di ohun tí gbogbo ènìyàn lè lò lọ́fẹ̀ẹ́ lófò.	And while some people want to reserve all of their rights, many want to share their work with the public more freely.
Òye-inú àṣẹ CC wá sáyé láti mú ìrọ̀rùn bá ọ̀nà tí àwọn oníṣẹ́-ọpọlọ tí ó hùn láti jẹ́ kí àwọn iṣẹ́ wọn ó di lílò fún gbogbo ènìyàn láì fi ọwọ́ pa ojú idà òfin àṣẹ-ẹ̀dà.	The idea behind CC licensing was to create an easy way for creators who wanted to share their works in ways that were consistent with copyright law.
Ní ìbẹ̀rẹ̀ pẹ̀pẹ̀ wá, fún ìlò àwọn oníṣẹ́ ọpọlọ jákèjádò ilé-ayé ni àwọn àṣẹ Creative Commons wà fún.	From the start, Creative Commons licenses were intended to be used by creators all over the world.
Wo àwòrán-olóhùn kúkúrú yìí, Àṣà Àjọpín, tí yóò fún ọ ní òye ìran èrèdíi rẹ̀ tí a fi fi Creative Commons lélẹ̀.	Watch this short video, A Shared Culture, to get a sense for the vision behind Creative Commons.
Láti ọwọ́ Jesse Dylan.  CC BY-NC-SA	by Jesse Dylan.CC BY-NC-SA
Láti ìgbá tí a ti dá Creative Commons sílẹ̀, ọ̀pọ̀ nǹkan ni ó ti yàtọ̀ ní ti bí àwọn ènìyàn ti ṣe ń ṣe àmúlò àti bí ẹ̀rọ-ayélujára ṣe ń ṣiṣẹ́.	Since Creative Commons was founded, much has changed in the way people share and how the internet operates.
Ní ọ̀pọ̀lọpọ̀ ibi ní àgbáyé, òfin tí ó gbégi dínà bí a ti ṣe ń lo iṣẹ́-ọpọlọ ló ń pọ̀ ọ́ sí i.	In many places around the world, the restrictions on using creative works have increased.
Síbẹ̀ àtúnpín àti àtúnpòpọ̀ kò ṣe é yọ kúrò lórí ẹ̀rọ-ayélujára.	Yet sharing and remix are the norm online.
Ìwọ wo àtòpọ̀ àwòrán-olóhùn tí o fẹ́ràn jù lọ tàbí àwọn àwòrán tí ọ̀rẹ́ẹ̀ rẹ fi sí orí ẹ̀rọ-alátagbà ní ọ̀sẹ̀ tí ó kọjá.	Think about your favorite video mashup or even the photos your friend posted on social media last week.
Nígbà mìíràn irúfẹ́ àtúnpín àti àtúnlò báyìí ń lòdì sí òfin àṣẹ-ẹ̀dà, nígbà mìíràn ẹ̀wẹ̀wẹ̀ orí àwọn gbàgede ẹ̀rọ-alátagbà ni ó ti máa ń ṣẹlẹ̀ nítorí wí pé àwọn iṣẹ́ báwọ̀nyẹn kò leè ṣe é ṣe lórí àwọn ibùdó kan lórí ìtàkùn àgbáyé.	Sometimes this type of sharing and remix happen in violation of copyright law, and sometimes they happen within social media networks that do not allow those works to be shared on other parts of the web.
Ní orí àwọn ibùdó fún àtẹ̀jáde ìwé-ẹ̀kọ́, ìwádìí ajẹmákadà, àwòrán-olóhùn afẹ̀ríhàn àti bẹ́ẹ̀ bẹ́ẹ̀ lọ tí a kò leè kà tán, àwọn òfin àṣẹ-ẹ̀dà tí ń ṣe gbégidínà ìṣẹ̀dà, ìrọ́wọ́tó, àti àtúnpòpọ̀ iṣẹ́ ṣì ń ṣ’Ọ̀ṣun ṣ’Ọrà.	In domains like textbook publishing, academic research, documentary film, and many more, restrictive copyright rules continue to inhibit creation, access, and remix.CC tools are helping to solve this problem.
Àwọn ohun-èlò CC ń ṣe ìrànwọ́ nípa wíwá ojútùú sí ìṣòro yìí.Àwọn iṣẹ́ tí ó ju ẹgbẹẹgbẹ̀rún 1.6 lọ ni ó ń lo àwọn àṣẹ Creative Commons lórí ẹ̀rọ-ayélujára ní orí àwọn ibùdó ìtàkùn ẹgbẹẹgbẹ̀rún 9.	Today Creative Commons licenses are used by more than 1.6 billion works online across 9 million websites.
Iṣẹ́ ìdánwò tí ó bẹ̀rẹ̀ ní ọdún mẹ́ẹ̀ẹ́dógún sẹ́yìn ti kẹ́ṣẹ járí, ní ọ̀nà tí àwọn olùdásílẹ̀ CC gan-an alára kò ti lérò.	The grand experiment that started more than 15 years ago has been a success, including in ways unimagined by CC’s founders.
Nínú ìpín tí ó kàn, wà á kọ́ sí i nípa ìrísí Creative Commons lónìí—àwọn àṣẹ, ilé-iṣẹ́ náà, àti ohun tí ó dúró fún gẹ́gẹ́ bí àjọ àwọn ènìyàn tí ó ń ronú bákan náà.	In the next section, you’ll learn more about what Creative Commons looks like today—the licenses, the organization, and the movement.
Ìmọ̀-ẹ̀rọ mú u rọrùn fún àwọn ẹgbẹlẹmùkù ènìyàn láti lo àwọn àkóónú orí ẹ̀rọ-ayélujára lẹ́rìnkannáà, tí wọ́n sì lè gba ẹ̀dà rẹ̀, pín in àti ṣe àtúnpòpọ̀ rẹ̀ lẹ́yẹ-kò-ṣọkà pẹ̀lú ìdẹ̀ra.	Technology makes it possible for online content to be consumed by millions of people at once, and it can be copied, shared, and remixed with speed and ease.
Àmọ́ òfin àṣẹ-ẹ̀dà ní àlàkalẹ̀ tí kò jẹ́ kí ìwọ̀nyí ó ṣe é ṣe.	But copyright law places limits on our ability to take advantage of these possibilities.
A dá Creative Commons láti jẹ̀gbádùn àǹfààní ẹ̀rọ-ayélujára ní ìrọwọ́ìrọsẹ̀.	Creative Commons was founded to help us realize the full potential of the internet.
Creative Commons Lónìí	Creative Commons Today
Gẹ́gẹ́ bí àwọn àkójọ ohun-èlò tí ó bófin mu, iléeṣẹ́ àìlérèlórí, àti àjọ àwọn ènìyàn tí ó ń ronú bákan náà, Creative Commons ti gbàràdá ní ìlọ́po ọ̀nà ó sì di àgbénáwò.	As a set of legal tools, a nonprofit, as well as a global network and movement, Creative Commons has evolved in many ways over the course of its history.
Mọ ìyàtọ̀ tí ó wà láàárín Creative Commons gẹ́gẹ́ bí àkójọ àwọn àṣẹ, àjọ, àti iléeṣẹ́ àìlérèlórí	Differentiate between Creative Commons as a set of licenses, a movement, and a nonprofit organization
Ṣe ìṣípayá ojúṣe Àjọ CC Àgbáńlá-ayé	Explain the role of the CC Global Network
Ṣàlàyé àwọn ìpilẹ̀ṣẹ̀ irúfẹ́ iṣẹ́ tí CC ń gbé ṣe gẹ́gẹ́ bí iléeṣẹ́ àìlérèlórí	Describe the basic areas of work for CC as a nonprofit organization
Ìbéèrè Àrágbáramúramù Ìdí tí ó fi ṣe kókó	Big Question Why It Matters
Ní báyìí a ti mọ èrèdíi rẹ̀ tí a fi dá Creative Commons sílẹ̀.Ṣùgbọ́n kí ni Creative Commons lónìí 	Now we know why Creative Commons was started.But what is Creative Commons today 
Lóde òní gbajúbajà ni àwọn àṣẹ CC lórí ayélujára tí àwọn oníṣẹ́-ọpọlọ jákèjádò ilé-ayé sì ń lò wọ́n fún èyí-ò-jọ̀yìí nǹkan tí o kò lérò.	Today CC licenses are prevalent across the web and are used by creators around the world for every type of content you can imagine.
Ìgbésẹ̀ iṣẹ́ ìṣísílẹ̀-gbangba-wálíà, tí ó ju àwọn àṣẹ CC lọ, jẹ́ àgbáríjọ àwọn ènìyàn tí ó gbà wí pé ilé-ayé sànjù bí a bá pín iṣẹ́ àti ṣiṣẹ́ papọ̀ ní ìṣọ̀kan.	The open movement, which extends beyond just CC licenses, is a global force of people committed to the idea that the world is better when we share and work together.
Creative Commons jẹ́ iléeṣẹ́ àìlérèlórí tí í ṣe ojúwà àwọn àṣẹ CC tí ó ṣì ń ṣe ìrànwọ́ ìtìlẹ́yìn iṣẹ́ tí ó ṣí sílẹ̀ fún àwọn ènìyàn láti lò lọ́fẹ̀ẹ́ láì gba àṣẹ lábẹ́ òfin.	Creative Commons is the nonprofit organization that stewards the CC licenses and helps support the open movement.
Ìfiyèsí ti ẹni Ìdí tí ó fi ṣe kókó fún ọ	Personal Reflection Why It Matters to You
Bí o bá ronú nípa Creative Commons, ǹjẹ́ o ronú nípa àwọn àṣẹ náà 	When you think about Creative Commons, do you think about the licenses 
Àwọn ajàfẹ́tọ̀ọ́-ọmọnìyàn tí ó ń béèrè fún àtúnpadàṣe àṣẹ-ẹ̀dà 	Activists seeking copyright reform 
Ohun-èlò tí ó wúlò láti pín 	A useful tool for sharing 
Àwọn àmì nínú òbìrìkìtì 	Symbols in circles 
Nǹkan mìíràn 	Something else 
Ǹjẹ́ o lọ́wọ́ nínú iṣẹ́ tí Creative Commons ń ṣe gẹ́gẹ́ bí oníṣẹ́-ọpọlọ, alátùnúnlò iṣẹ́, àtitàbí alágbàwí 	Are you involved with Creative Commons as a creator, a reuser, andor an advocate 
Ó hùn ọ́ láti di ara wa bí 	Would you like to be 
Kíkọ́ Ìmọ̀ tí ó ṣe Pàtàkì	Acquiring Essential Knowledge
Lónìí, àwọn iṣẹ́ tí ó ju ẹgbẹẹgbẹ̀rún-lọ́nà-ẹgbẹ̀rún 1.6, láti orí orin, àwòrán-olóhùn lórí Youtube títí kan ìwádìí ìmọ̀-ìjìnlẹ̀ ni ó ń lo àwọn àṣẹ CC àti ohunèlò àkàtà àṣẹ gbogbo ènìyàn.	Today, the CC licenses and public domain tools are used on more than 1.6 billion works, from songs to Youtube videos to scientific research.
Àwọn àṣẹ wọ̀nyí ti ṣe àtìlẹ́yìn àgbáríjọpọ̀ àwọn ènìyàn kárí àgbáńlá-ayé tí ó ń fẹ́ ìṣísílẹ̀-gbangba, àjọṣepọ̀, àti àjọpín iṣẹ́-àtinúdá ẹ̀dá-ọmọnìyàn.	The licenses have helped a global movement come together around openness, collaboration, and shared human creativity.
CC tí í ṣe iléeṣẹ́ àìlérèlórí, tí ó fi ìgbà kan rí fi yàrá abẹ́lẹ̀ Iléèwé Ẹ̀kọ́ Òfin Stanford ṣe ibiṣẹ́, ti ní òṣìṣẹ́ káàkiri Ilé-ayé tí ó ń ṣiṣẹ́ lórí àwọn àkànṣe-iṣẹ́ lóríṣìíríṣìi.	CC the nonprofit organization, once housed within the basement of Stanford Law School, now has a staff working around the world on a host of different projects in various domains.
A ó yẹ ìrí Creative Commons wọ̀nyí—àwọn àṣẹ, ìgbésẹ̀ àjọ, àti iléeṣẹ́ náà wò —a ó sì gbé ọ̀kọ̀ọ̀kan yẹ̀wò ní ṣísẹ̀ntẹ̀lé.	We’ll take these aspects of Creative Commons—the licenses, the movement, and the organization—and look at each in turn.
Àwọn ohun èlò ajẹmófin wọ̀nyí ti wà nínú àwọn gbàgede tí ó ní àwọn iṣẹ́ tí òǹṣàmúlò ṣe bíi YouTube, Flickr, àti Jamendo, tí àwọn àkànṣe-iṣẹ́ ìṣísílẹ̀-gbangba tí ò lérè lórí bíi Wikipedia àti OpenStax sì ń lò ó.	The legal tools are integrated into user-generated content platforms like YouTube, Flickr, and Jamendo, and they are used by nonprofit open projects like Wikipedia and OpenStax.
Àwọn ìdásílẹ̀ bí ìṣe bíi Metropolitan Museum of Art àti Europeana, àti àwọn oníṣẹ́-ọpọlọ mìíràn ń lò ó.	They are used by formal institutions like the Metropolitan Museum of Art and Europeana, and individual creators.
Fún àlàyé nípa iṣẹ́-àtinúdá ní Creative Commons àti àṣẹ-ẹ̀dá, tẹ́tí sí N kò ní Tì í Pa, láti ọwọ́ Jonathan Song-A-Day Mann nípa lílo àwọn àṣẹ CC fún orin rẹ̀.	For a creative take on Creative Commons and copyright, listen Won’t Lock It Down, by Jonathan Song-A-Day Mann about his choice to use CC licenses for his music.
Láfikún fífún àwọn oníṣẹ́-ọpọlọ ní onírúurú ọ̀nà bí wọ́n ti ṣe leè pín iṣẹ́ wọn, àwọn ohun èlò CC tí ó bófin mu ń ṣiṣẹ́ ribiribi níbi ti àkọ́so ètò ìtẹ́jáde iṣẹ́ ajẹmákadá àti ẹ̀kọ́.	In addition to giving creators more choices for how to share their work, CC legal tools serve important policy goals in fields like scholarly publishing and education.
Wo àwòrán-olóhùn ráńpẹ́, Ìdí tí Ìlànà Ẹ̀kọ́ Ìṣísílẹ̀-gbangba fi Ṣe Kókó, kí o rí àwọn àǹfààní tí ó sojo sínú àwọn àṣẹ tí Creative Commons gbékalẹ̀ fún ètò ẹ̀kọ́.	Watch the brief video, Why Open Education Matters, to get a sense for the opportunities Creative Commons licenses create for education.
Lápapọ̀, àwọn ohun èlò tí ó bá òfin mu wọ̀nyí ń ṣe ìrànwọ́ fún ìṣẹ̀dá onírúurú ohun èlò ìkọ́nilẹ́kọ̀ọ́ tí ó wúlò fún gbogbo ènìyàn—láti orí ìwé-asọ̀tàn aláwòrán títí dé orí ìwé aláwòrán apanilẹ́rìn—tí ó wà ní àrọ́wọ́tó fún ẹnikẹ́ni láti mú lò lọ́fẹ̀ẹ́ lófò.	Collectively, the legal tools help create a global commons of diverse types of content—from picture storybooks to comics—that is freely available for anyone to use.
Àwọn àṣẹ CC tún leè wúlò fún ohun tí kò jẹmọ́ àṣẹ-ẹ̀dá.	CC licenses may additionally serve a non-copyright function.
