input	target
Pọl onyeozi kwuru na Ndị Kraịst ibe ya bụ ndị na - enyere ya aka ,na - eme ka ọ dị ike ’ n’oge niile ọ nọ ná mkpa nakwa n’oge niile a na - akpagbu ya . Ndị Kọlọsi Ndị Tesalonaịka 3 7 .	Mɛsɛ́dó Pɔlu ɖɔ dó azɔ̌gbɛ́ tɔn lɛ wu ɖɔ ye dó wusyɛn lanmɛ nú emi ɖesu ɖò adǎngbomɛ kpo wuvɛ̌ lɛ kpo ’ hwenu . Kolosinu lɛ 411 1 Tɛsalonikinu lɛ 37 .
Ọ sịrị Dị ka nwoke nke nne ya na - akasi obi ,otú ahụ ka mụ onwe m ga na - akasi unu obi . Aịzaya 66 13 .	Ye ɖɔhun ɔ ,a sixu mɔ ɖɔ Mawu kpó ɖò akpá wusyɛn dó lanmɛ nú mɛ tɔn elɔ e é dó é ɖè wɛ Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun . Ezayíi 6613 .
Gị onwe gị ,Jehova ,enyeworo m aka ,kasiekwa m obi . Abụ Ọma 86 17 .	Hwɛ Mawu Mavɔmavɔ wɛ gɔ́ alɔ nú mì bo dó gbɔ nú mì . Ðɛhan 8617 .
Nke a bụ ihe Jehova kwuru .	Mawu Mavɔmavɔ ɖɔ.
Dị ka nwoke nke nne ya na - akasi obi ,otú ahụ ka mụ onwe m ga na - akasi unu obi .’ — Aịzaya 66 .	Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun .’ — Ezayíi .
Obi ụtọ na - adịrị ndị na - eru uju ,n’ihi na a ga - akasi ha obi . Matiu 5 4 .	Nǔ nyɔ́ nú mɛ e ɖò aluwɛ mɛ lɛ ,ɖó è na dó gbɔ nú ye . Matie 54 .
Na - atụkwasịnụ Chineke nchegbu unu niile ,n’ihi na ihe banyere unu na - emetụ ya n’obi . 1 Pita 5 7 .	Mi zlɔ́n nǔ e ɖò linkpɔ́n nyí nú mi wɛ lɛ bǐ sín agban ɖó jǐ Mawu tɔn ,ɖó é ɖò nukún kpé dó mi wu wɛ . 1 Piyɛ́ɛ 57 .
Nwunye m na - agwakarị onwe ya ihe Jizọs kwuru na Matiu 6 34 .	Priscilla nɔ flín xógbe Jezu tɔn e ɖò Matie 634 mɛ é éɖée hwɛhwɛ .
Agbalịrị m ime ihe Pọl onyeozi kwuru na Ndị Rom 12 21 .Ebe ahụ kwuru ,sị Ekwela ka ihe ọjọọ merie gị ,kama jiri ihe ọma na - emeri ihe ọjọọ .	Un hɛn xó e mɛsɛ́dó Pɔlu ɖɔ ɖò Hlɔmanu lɛ 1221 mɛ é dó ayi mɛ ,é ɖɔ Ma jó hwiɖée dó nú nǔnyanyawiwa ɖu ɖò jǐ towe ó é nyɔ́ wà ɔ ,nɔ wà nǔ ɖagbe dó ɖu ɖò nǔ nyanya jí .
O gosiri m ihe dị n’Ekliziastis 3 6 ma meda obi sị m na e nwere oge anyị kwesịrị iwere na ihe efuola .	É xlɛ́ mì Nùnywɛtɔ́xó 36 bo ɖɔ nú mì kpo xomɛnyínyɔ́ kpo ɖɔ hwenu e mǐ ɖó na hɛn nǔ bú ’ dó é ɖè .
Ya bịarute ,ya esoro m na - ebe ákwá ,na - akasi m obi ,na - agwakwa m okwu ndị mere ka m ghọta na a ka nwere ndị hụrụ m n’anya .	Un kudeji ɖɔ Jehovah zán ɛ dó na fífá ayi ce .
Ọ na - adịkarị m otú ọ dị Jizọs mgbe ahụ ọ gwara Nna ya na ọ bụrụ na o kwere omume ,ka o mee ka otu nsogbu ga - abịara ya gabiga .	Amɔ̌ ,Jehovah na hlɔnhlɔn Jezu ,lobɔ é ka na hlɔnhlɔn nyì lɔmɔ̌ .
M na - enwetatụ onwe m ma m gwachaa Chineke okwu . Matiu 26 39 .	Enyi un ɖɔ xó nú Mawu gudo ɔ ,un nɔ mɔ nyiɖée mɛ ganji . Matie 2639 .
Ọ dị ya otú ọ dị Pọl onyeozi ,nke na o nwere ike ikwu ,sị N’ihe niile ,enwere m ike site n’aka onye ahụ nke na - enye m ike .’ — Ndị Filipaị 4 13 .	Pɔlu ɖɔhun ɔ ,un sixu ɖɔ nugbǒ ɖɔ Mɛ e nɔ na hlɔnhlɔn mì ɔ wɛ nɔ zɔ́n ,bɔ un nɔ sixu kpé nǔ enɛ lɛ bǐ wu .’ — Filipunu lɛ 413 .
Ebe m ma na Chineke anaghị agha ụgha ,obi siri m ike na m ga - ahụ papa m ọzọ mgbe ọ ga - akpọlite ndị nwụrụ anwụ n’ọnwụ . Ekliziastis 9 11 Jọn 11 25 Taịtọs 1 2 .	Ðó Mawu sixu ɖ’adingban ǎ wutu ɔ ,un kudeji ɖɔ un na lɛ́vɔ wá mɔ tɔ́ ce ɖò fínfɔ́n sín kú hwenu . Nùnywɛtɔ́xó 911 ,NWT Jaan 1125 Titu 12 .
O kwuru ,sị Mụ na Maribel nwunye m nwetara udo Jehova na - enye ,nke e kwuru gbasara ya na Ndị Filipaị 4 .	É ɖɔ Nyì kpo asì ce kpo mɔ fífá e xó è ɖɔ ɖò Filipunu lɛ mɛ é .
Ọ bụ Chineke nke nkasi obi niile . 2 Ndị Kọrịnt 1 3 .	É wɛ nyí Mawu e nɔ dó gbɔ nú mɛ ɖò ali bǐ nu é . 2 Kɔlɛntinu lɛ 13 .
Ọ nọ na - ama ndị Izrel aka ka ha kpọpụta otu nwoke ka ya na ya chịpụ ya . 1 Samuel 17 .	É gla kaka bo nyì gbehwan sɛ́dó Izlayɛli - ví lɛ bo ɖɔ ye ni sɛ́ mɛ ɖokpo dó bonu emi kpo mɛ ɔ kpo na kpé hun ,lé emi na ɖu ɖò ahwan ɔ jí ɖò cɛju mɛ — 1 Samuwɛli .
Oleekwa ihe anyị ga - amụta n’okwukwe Devid — 1 Samuel 17 .	Etɛ nùɖiɖi e Davidi ɖó é ka sixu kplɔ́n mǐ ɖò égbé — 1 Samuwɛli .
Ná mgbede ahụ Devid nọ na - elekọta atụrụ nna ya ,nna ya ziri ozi ka ọ lọta ozugbo . 1 Samuel 16 12 .	Tɔ́ tɔn jló na mɔ ɛ dìn tlolo . 1 Samuwɛli 1612 .
Baịbụl kwuru ,sị Mmụọ Jehova wee malite ịkpa ike n’ahụ́ Devid malite n’ụbọchị ahụ gaa n’ihu . 1 Samuel 16 - .	Biblu ɖɔ Gbigbɔ Mawu Mavɔmavɔ tɔn wá Davidi jí gbè enɛ gbè ,bo nɔ jǐ tɔn kaka sɔyi . 1 Samuwɛli - .
Kama ,ọ chụwara ha ,kụgbuo ha ,ma napụta atụrụ ndị ahụ . 1 Samuel 17 Aịzaya 31 4 .	Azɔn wè lɛ bǐ wɛ éɖokponɔ hu gběkanlin baɖabaɖa lɛ — 1 Samuwɛli ,Ezayíi 314 .
Anyị niile kwesịrị ịmụta ịna - eme ka ya . Ekliziastis 12 1 .	Nùkplɔnmɛ titewungbe ɖé wɛ nyí enɛ nú mǐ mɛ bǐ — Nùnywɛtɔ́xó 121 .
Ndị Filistia guzo n’ugwu dị́ n’otu akụkụ nke ndagwurugwu ahụ ,ndị Izrel eguzoro n’ugwu dị́ n’akụkụ ya nke ọzọ . 1 Samuel 17 ,.	Ye kpannukɔn yeɖée ɖò tɔdo gblɛlɛ enɛ ɔ sín akpáxwé wè lɛ . 1 Samuwɛli ,.
Sọl gwaziri ha ka ha kpọta Devid . 1 Samuel 17 .	Axɔsu ɔ ɖegbe ɖɔ è ni kplá Davidi wá nukɔn emitɔn . 1 Samuwɛli .
Ọ bụ ya mere o ji kwuo na ya ga - alụso Golayat agha . 1 Samuel 17 32 .	Enɛ wu ɔ ,é ɖɔ emiɖesu na yì kpé hun xá Goliyati . 1 Samuwɛli 1732 .
Ọ bụrụkwa na anyị na - eme ihe ndị anyị na - amụta ,ihe ọma ndị anyị ga - enweta ga - emekwa ka okwukwe anyị na - esikwu ike . Ndị Hibru 11 1 .	Hwenu e mǐ na ɖò gbɛ̀ zán sɔgbe xá nǔ e mǐ kplɔ́n lɛ é wɛ é ɔ ,mǐ na mɔ ɖɔ nǔ ɖagbe e mɛ é na tɔ́n kɔ dó é na hɛn nùɖiɖi mǐ lɔmɔ̌ tɔn lidǒ . Eblée lɛ 111 .
Ọ bụ ya mere Devid ji kwuo na ọ bụ Jehova nwe agha a . 1 Samuel 17 .	Lee Davidi ɖɔ gbɔn é ɔ ,Mawu Mavɔmavɔ wɛ nɔ na ɖuɖeji mɛ . 1 Samuwɛli .
Ọ bụkwa ebe ahụ ka Devid chọrọ ịtụ ya nkume ahụ . 1 Samuel 17 41 .	Fí enɛ pɛ́ɛ́ wɛ Davidi ɖ’ayi . 1 Samuwɛli 1741 .
Devid gbaara ọsọ bịarute ebe Golayat nọ ,mịrị mma agha Golayat ,gbupụ ya isi . 1 Samuel 17 .	Davidi sɛkpɔ Goliyati ,bo sɔ́ hwǐ tɔn ,lobo gbò ta ɛ . 1 Samuwɛli .
Ọ gwara ya ,sị Jehova .ga - enyefekwa unu n’aka anyị . 1 Samuel 17 ,53 .	Ahwanfunfun ɔ cí lee Davidi ɖɔ nú Goliyati ɖɔ é na cí gbɔn é pɛ́ɛ́ Mawu Mavɔmavɔ .na jó mi nú mǐ . 1 Samuwɛli ,53 .
Ka anyị nọ na - ele ndagwurugwu ahụ ,ọ sịrị anyị gụọ 1 Samuel 17 .	Ee mǐ ɖò tɔdo ɔ mɛ kpɔ́n sɛ́dó wɛ é ɔ ,é ɖɔ mǐ ni xà 1 Samuwɛli .
O si n’aka Chineke nke eziokwu ,Onye na - apụghị ịgha ụgha . Taịtọs Timoti 3 16 .	Hú mɔ̌ ɔ ,Xó e Mawu sɔ́ dó ayi mɛ nú mɛ lɛ bɔ ye wlan é sín akpáxwé wɛ ,enɛ wu ɔ ,Mawu nugbǒ e ma nɔ ɖó adingban ǎ é gɔ́n wɛ é gosin . Titu 12 2 Timɔtée 316 .
Alaeze Chineke ga - esi n’eluigwe na - achị ụwa . Matiu 10 7 Luk 10 9 .	Axɔsuɖuto Mawu Tɔn ɔ nɔ kpacɛ sín jixwé . Matie 107 Luki 109 .
Chineke ga - eji Alaeze ya mezuo uche ya n’eluigwe nakwa n’ụwa . Matiu 6 10 .	Mawu na zán Axɔsuɖuto ɔ bo na bló bɔ jlǒ tɔn na nyí wiwa ɖò jixwé kpo ayikúngban jí kpo . Matie 610 .
O nweghị onye ma kpọmkwem mgbe Alaeze Chineke ga - abịa . Matiu 24 36 .	Mɛɖebǔ ɖò ayikúngban jí bo tuùn hwenu e Axɔsuɖuto Mawu Tɔn na wá dó pɛ́ɛ́ é ǎ . Matie 2436 .
Amụma ndị dị na Baịbụl na - egosi na Alaeze Chineke ga - abịa n’oge na - adịghị anya . Matiu 24 ,12 .	Nǔɖɔɖ’ayǐ Biblu tɔn lɛ xlɛ́ ɖɔ Axɔsuɖuto ɔ na wá ɖò malin - malin mɛ . Matie ,12 .
Akụkọ Adrián De la Fuente kọrọ	Mɛ E tɔn wɛ É Adrián De la Fuente
A MỤRỤ M N’AFỌ 1974	È JÌ MÌ ÐÒ1974
Papa m na mama m gbasara mgbe m dị afọ ise ,papa m ahapụ anyị .	Hwenu e un ɖó xwè atɔ́ɔ́n é ɔ ,tɔ́ ce jó mǐ dó .
Otu ihe nyeere m aka bụ ihe e dere ná 1 Ndị Kọrịnt 15 33 ,ebe sịrị na mkpakọrịta ọjọọ na - emebi àgwà ọma .	Wěɖexámɛ e ɖò 1 Kɔlɛntinu lɛ 1533 mɛ é d’alɔ mì .
Akwụsịziri m iso ndị enyi m mbụ akpa ,metezie Ndị Kraịst ibe m enyi .	Un wá mɔ ɖɔ enyi un jló na huzu jijɔ ɔ ,un sɔ́ ɖó na nɔ dó gbɛ̌ mɛ e nɔ kplɔ́n nǔ nyanya mì lɛ é tɔn ɖě ǎ .
Amaokwu Baịbụl ndị ọzọ nyeere m aka bụ Ndị Rom 12 .	Wemafɔ Mawuxówema ɔ tɔn ɖevo e wà ɖagbe nú mì é wɛ nyí Hlɔmanu lɛ .
Ma ,m kpeere Jehova ekpere ọzọ ka o nyere m aka ijide onwe m .	Ayihɔngbe tɔn ɔ ,un yì mɔ gǎn ɔ ɖokponɔ .
M chọrọ ịmụ Baịbụl .	Un jló na kplɔ́n Biblu .
Ma ,m nọgidere na - amụ Baịbụl .	Enɛ wɛ zɔ́n bɔ mǐ jɛ Biblu kplɔ́n jí ɖó kpɔ́ .
N’afọ 1991 ,e mere m baptizim ,mụ aghọọ Onyeàmà Jehova .	Un kpò ɖò nukɔn yì wɛ ,bɔ ɖò 1991 ɔ ,un bló baptɛm bo huzu Kúnnuɖetɔ́ Jehovah Tɔn .
Mụ na ya lụkwara n’afọ 1999 .	Hwenu e un ɖò finɛ é ɔ ,un xò gò Claudia ,ɖyɔvǐ Klisanwun azɔ̌syɛnsyɛnwatɔ́ ɖé wɛ ,bɔ mǐ wlí alɔ ɖò 1999 .
Watch Tower Bible and Tract Society of Pennsylvania	Watch Tower Bible and Tract Society of Pennsylvania
Ndịàmà Jehova na - ebipụta magazin a kemgbe afọ 1879 .	Sín 1879 wɛ è ko ɖò xójlawema elɔ ɖetɔ́n wɛ .
O yiri ebube Jehova . Ezikiel 1 .	Susu Mawu Mavɔmavɔ tɔn sín xlɛ̌ wɛ . Ezekiyɛli .
Ebube na ịma mma dị n’ihu ya ike na ịma mma dị n’ebe nsọ ya . Abụ Ọma 96 .	Hlɔnhlɔn kpo awǎjijɛ kpo wɛ ɖò xwé tɔn gbè . Ðɛhan .
Ana m ahụ eluigwe ka e meghere ya nakwa Nwa nke mmadụ ka o guzo n’aka nri Chineke .’ — Ọrụ Ndịozi 7 .	Un mɔ jixwé ɖò hunhun ,bo mɔ Gbɛtɔ́ví ɔ ɖò te ɖò ɖisixwé nú Mawu .’ ​ — Mɛsɛ́dó .
E nwere puku kwuru puku ndị nọ na - ejere ya ozi ,nakwa iri puku kwuru iri puku ndị guzo n’ihu ya . Daniel 7 .	Mɛ wɔ̌bliba ɖò te nukɔn tɔn bo na sɛ̀n ɛ . Daniyɛli .
Mgbe ha hụrụ ya ,ha ṅụrịrị ọṅụ . Job 38 .	Hwenu e è ɖó ayikúngban ɔ ayǐ é ɔ ,wɛnsagun lɛ ɖò finɛ bo na kpɔ́n nǔ bo lɛ́ súxó kpo xomɛhunhun kpo . Jɔbu .
E wee chụda dragọn ukwu ahụ ,bụ́ agwọ mbụ ahụ ,onye a na - akpọ Ekwensu na Setan ,onye na - eduhie elu ụwa dum mmadụ bi a chụdara ya n’ụwa ,a chụdara ya na ndị mmụọ ozi ya . Mkpughe 12 .	È zé è nyì dó ayikúngban jí ,é kpodo wɛnsagun tɔn lɛ kpo . Nǔɖexlɛ́mɛ .
Mgbe Setan gbuchara ha ,o mere ka etuto ọjọọ too Job ,malite n’ọbụ ụkwụ ya ruo n’opu isi ya . Job .	Enɛ gudo ɔ ,Satáan dó wutuzɔn baɖabaɖa ɖé Jɔbu ,sín afɔ kaka yì ta . Jɔbu 27 .
Ị ya bụ Jizọs zụtaara Chineke ndị mmadụ si n’ebo niile na asụsụ niile na ndị niile na mba niile ,i mekwara ka ha bụụrụ Chineke anyị otu alaeze na ndị nchụàjà ,ha ga - achịkwa ụwa dị ka ndị eze .’ — Mkpughe 5 .	A sɔ́ ye dó bló axɔsuɖuto ,bo sɔ́ ye dó bló vɔsanúxwlémawutɔ́ lɛ sín axɔsuɖuto na ,bonu ye na wà azɔ̌ nú Mawu mǐtɔn ,bo na ɖu axɔsu dó ayikúngban jí . Nǔɖexlɛ́mɛ .
Ka uche gị meekwa n’ụwa ,dị ka ọ na - eme n’eluigwe . Matiu 6 .	Axɔsuɖuɖu towe ni wá jlǒ towe ni nyí wiwa ɖò ayikúngban jí fí ,lee é nɔ nyí wiwa ɖò jixwé ɔ ɖɔhun . Matie .
Ọ bụrụ na ị chọrọ ka Jehova na - echebe gị ,i kwesịrị ịmụta ihe ndị na - adị ya mma ,ma na - eme ha .	Enyi a ba ɖɔ Jehovah ni nya xɛ ɖò emi jí ɔ ,a ɖó na kplɔ́n nǔ e nɔ nyɔ́ nukún tɔn mɛ lɛ é ,bo na nɔ bló ɖ’eji .
Olee nke n’ime ihe ndị a niile nke na - amaghị nke ọma na ọ bụ aka Jehova mere ihe a — Job 12 .	Ðò kanlin enɛ lɛ bǐ mɛ ɔ ,kanlin tɛ wɛ ma tuùn ɖɔ Mawu Mavɔmavɔ wɛ ɖò nǔ bǐ bló wɛ ǎ ​ — Jɔbu .
Ha ma nke ọma oge ha ji alọta ,’ otú ahụ nnụnụ ndị ọzọ na - efe otú ha si efe si ama . Jeremaya 8 7 .	Ði xɛ ɖevo e nɔ sɛ̀ tɛn sín tò ɖé mɛ jɛ ɖevo mɛ lɛ é ɖɔhun ɔ ,ye tuùn hwenu e ye nɔ lɛkɔ dó ɔ . Jelemíi 87 .
Ma unu achọghị ya . Matiu 23 37 .	Loɔ ,mi jló ǎ . Matie 2337 .
N’afọ 1509 ,Lefèvre bipụtara akwụkwọ Abụ Ọma ise ndị ọzọ sụgharịrị n’asụsụ Latịn ka e were nke ọ bụla tụnyere ibe ya .	Ðò 1509 ɔ ,Lefèvre ɖè wema ɖé tɔ́n b’ɛ sɔ́ Ðɛhanwema e ɖò Latɛ́ɛngbe mɛ é vovo atɔ́ɔ́n jlɛ́ dó yeɖée wu ,bɔ Vulgate tɔn e éɖesunɔ jla ɖó é ɖ’emɛ .
Ka o nwee ike ime ya ,n’ọnwa Jun afọ 1523 ,o bipụtara akwụkwọ Matiu ,Mak ,Luk ,na Jọn ọ sụgharịrị n’asụsụ French .	Bo na dó kpé nǔ enɛ wu ɔ ,é ɖè lilɛdogbeɖevomɛ Wɛnɖagbe Wema lɛ tɔn akpomɛ tɔn tɔ́n dó Flansegbe mɛ dó akpáxwé wè jí ɖò Juin 1523 .
