input	target
Et pour que la mort et la maladie vous ne emportent	Bɔ ku na yi gbe bɔ azɔn na yi gbe
Donc Et votre vie durera.	Hun Bɔ gbɛmɛ na ɖi ga nu mi.
Et tout ce qui est… au roi du Dahomey, notre pays ici, on va te montrer.	Bɔ nu wɛ e nyi… Dada Danxomɛ to mitɔn fi tɔn, mi na sɔ xlɛ we.
Et tu vas regarder et ce que tu découvres, on va te l’expliquer.	Bɔ a na kpɔn bɔ mɔ jɛ mɛ tɔn na tin nu we.
Est-ce que tu me comprends 	A ɖɔ xo ce se we a 
Donc Tes amis Herman et Brice, oh 	Hun Niavy towe Herman kpodo Brisi kpo, o.
Et les autres amis avec qui tu es venu…	Xɔntɔn towe lɛ kpo mi mɛ wa lɛ ye ɔ…
Ca me fait plaisir et ça m’honore.	E vivi nu mi bo wli yɛyi.
Et on t’expliquer que.	Bɔ e na tin mɛ nu we ɖɔ le jre…
Dans le musée du palais…	Musée hɔn mɛ…
Dans le palais du roi Glèlè…	Dada Glɛlɛ hɔn mɛ…
Dans le palais de Xwegbaja	Xwegbaja hɔn mɛ…
Si tu rentres là, tu vas voir…	A byɔ finɛ ɔ, a na mɔ.
Tous les beaux habits qu’on a… que tu n’as jamais vus, tu les verras tous.	Acɔnu ahenu, nu e ma… a ma mɔ kpɔn gbeɖe a, a na mɔ bi.
Tu vas voir les gens morts.	A na mɔ gbɛtɔ kuku.
Et ils sont debouts, tu verras des têtes de morts posées droit.	Bɔ e ɖo te, a na mɔ gbɛtɔ ta bɔ e ɖo te.
Tu vas voir des bras, des côtes rangées qui seront par groupes.	A na mɔ awa, a na mɔ ajajaxu bɔ e na ɖo vovo.
Et si on veut, on va t’accompagner et tu verras tout un par un.	Bɔ ye hɛn ɔ, ye na kpla we bɔ a na kpɔn bi ɖokpo ɖokpo.
Est-ce que tu me comprends 	A ɖɔ xo ce se we a 
Donc Tout ce que vous avez eu l’intention de voir ici concernant notre pays, c’est celui de Xwegbaja Kasudo.	Hun Nu e gbe mitɔn wa fi e ɔ, to miɖɛ lɛ tɔn mɛ ɔ Xwegbaja Kasudo wɛ.
Tout ce que tu entends ici, tu ne peux pas aller raconter ailleurs.	Nu emi se ɖo fi ɔ, mi na sɔ jɛ nukɔntɔn bo ɖo a.
Si on a raconté ailleurs, c’est comme si on a vendu notre pays.	Mi sɔ bɔ yi ɖɔ, mi sa to mitɔn.
Est-ce que tu as compris 	A mɔ nukun nu jɛ mɛ a 
Donc Lorsque tu viens ici maintenant, je te remercie.	Hun Đe a wa fi gbɔn din ɔ, e na cɛ nu we.
Et si tu rentres, tu vas trouver la maison comme il convient.	Bɔ a yi xwe ɔ, a na mɔ xwe ɖo ganji.
Et retrouver les enfants comme il convient.	Bo mɔ vi ɖo ganji
Et retrouver la femme comme il convient.	Bo mɔ asi ɖo ganji.
Dans notre pays, c ’est un problème que les enfants frappés	Đo to mĭtɔn mɛ fi ɔ, vidomɛgɔn sin xo ɔ, nuɖe wɛ e nyi
Et ça fait souffrir les gens.	bɔ e nɔ… e ɖo…ɖo ya nu mɛ lɛ
Les gens qui confient ces enfants à des gens qui les prennent.	Mɛ e nɔ ze vi etɔn lɛ jo nu mɛ wɛ bɔ e nɔ hɛn lɛ ɔ.
Bon Souvent 	Bɔn Suvan ɔ 
Ils viennent de la campagne avec ses enfants	Gleta.gleta wɛ ye nɔ gosin kpodo vi etɔn lɛ kpo
et viennent les amener à des personnes qui s’en occuperont.	bo nɔ wa ze nu mɛ lɛ ɖɔ ye nyi hɛn.
Bon Ce sont des gens qui déjà font ainsi,	Bɔn Ye mɛ ko nɔ blo mɔ lɛ wɛ,
des gens qui n’ont pas d’argent pour élever leurs enfants.	ye mɛ ma ɖo akwɛ bo na hɛn vi yetɔn lɛ.
Et ils ont déjà beaucoup d’enfants.	Bo e ko ɖo vi gege ɔ.
Ce sont eux qui amènent les enfants.	E wɛ nɔ ze vi lɛ wa.
Donc, c ’est comme s’ils vendaient les enfants mais ils disent qu’ils ne vendent pas.	Dɔnk, e nɔ ci ɖi ye sa vi lɛ ɖɔhun wɛ mais ye nɔ ɖɔ emi sa ă.
Ils les remettent aux gens qui veulent s’en occuper pour qu’ils trouvent quelque chose qu’ils veulent bien leur donner.	Ye nɔ ze i jo nu mɛ lɛ ɖɔ ye ni hɛn bo nu ye mɔ nuɖe ye ni ze n'emi ɖe ji.
Donc, si les gens prennent les enfants ainsi et s’en occupent, ils ne veillent plus sur leurs enfants comme normalement.	Dɔnk, nu mɛ lɛ ka yi vi lɛ mɔ bo hɛn wɛ, ye sɔ nɔ tɔju vi lɛ ɖi vi yetɔn ɖɔhun normalement ă.
Donc, n’importe quoi qui se trouve à la maison et qu’ils auront à faire,	Dɔnk, nu ɖebu ɖe ɖo xwe ɔ gbe bɔ ye na blo ɔ,
c’est eux-mêmes qu'on commande,	yeɖɛ lɛ wɛ e nɔ zɔn,
et leurs propres enfants qu’ils ont engendrés, ils ne leur font rien, mais restent sans rien faire à la maison.	bɔ vi ye ɖesu tɔn ɖe yi ji ɔ, ye nɔ wa nuti ă, bo nɔ ɖo xwe ɔ gbe.
Et ces enfants qu’ils ont amenés à la maison,	Bo vi ɖo.vi ɖe ze ɖo yi gɔn lɛ ɔ,
ils ont tout à faire.	ye nɔ blo nu bi.
Et les.les enfants donc.qui ne se réveillent donc pas rapidement,	Bo nu vi lɛ lɛ.ma ya la yi ya wu fɔn a,
ils les tapent.	e nɔ xo ye.
Ou bien si l’enfant casse un verre pareillementou s’il tient une bouteille et l’a fait tomber,	Kabi nu vi ɔ hɛn vɛra gba mɔ kabi e hɛn go j’ayi,
il fait tout simplement une petite chose, il est frappé très fort jusqu'à ce que tout son corps soit gâté.	e blo nu kpɛɖe kpowun ɔ, e nɔ xo e kaka bɔ agbaza tɔn bi nɔ gble.
et ils sont cruels avec les enfants, donc c'est quelque chose.	bo nɔ wa danu xa vi lɛ, donk e nyi nuɖe.
Il ne se passera rien normalement, donc.	E na jɔ normaleman a, dɔnk.
Le chef de l’Etat doit ouvrir la bouche pour parler	Togan ɖo na kɛ nu do xo enɛ wu
et doit commencer rapidement	bo na jɛ wezunkan ji
et commencer à réfléchir ensemble.	bo na jɛ ayixa kan ɖ'ewu ji.
Et il saura ce qu’il y aura à faire afin que cette chose cesse un peu.	Bɔ e na tuun ɖee e na blo gbɔn bo na ɖo nu enɛ ɔ te kpɛɖe ɔ.
Car cette chose est vraiment devenue une chose mauvaise et ne doit pas exister maintenant.	Đo nu enɛ ɔ e yi nu nyanya tawun bɔ nu e ma ɖo ɖe din a.
Ca va détruire la vie de beaucoup d’enfants.	E na hɛn vi gege sin gbɛ gble.
Parce que si on fait ainsi avec les enfants,	Paske nu e ɖo nu mɔkɔtɔn blo xa yɔkpɔvu lɛ ɔ,
ça les traumatise jusqu’à ce qu’ils grandissent.	e nɔ hɛn ta yetɔn mɛ gble bɔ kaka bɔ ye na su ɔ.
Cette chose les fatigue dans leur tête	Nu enɛ nɔ ci ta mɛ nu ye
et ils ne deviennent plus normalement ça devrait de vrais hommes.	bɔ e sɔ nɔ yi gbɛtɔ jɔ gbɛtɔ ɖe ye ɖo na yi normaleman a.
Donc ils gâtent la vie des enfants.	Dɔnk ye nɔ hɛn vi lɛ sin gbɛ gble wɛ.
Ceux aussi qui prennent déjà les enfants dans ces endroits et qui les gardent	Mɛ mɔnkɔtɔn ɖee ko nɔ yi vi lɛ ɖo fi bo nɔ hɛn
et commettent des méchancetés extrêmes.	bo nɔ ɖo adaka xo xa wɛ.
Ils doivent être recherchés avec des fusils pour commencer à être incarcérés.	Ye ɖo na ba tu na bo na jɛ ye wli ji.
Et quand on va le faire avec une, deux, trois personnes.	Bo nu e wli mɛ oɖe, owe, atɔn mɔ.
Les autres vont avoir peur et ne feront plus ainsi.	Mɛ e kpo lɛ ɔ, ye na ɖi xɛsi bɔ ye sɔ na nɔ blo nu mɔkɔntɔn a.
Donc, c’est une histoire que j’ai trouvée pour ces enfants esclaves frappés.	Dɔnk, xo ɖee nyɛ mɔ bo na ɖɔ ɖo viɖomɛgɔn sin xo wu ɔ nɛ.
Le marché, on l’appelle Dantokpa	Axi, e, ye nɔ ylɔ ɖɔ Dantɔkpa
C’est le grand marché de Cotonou	Axi ɖaxo ɖe wɛ e nyi ɖo Kutɔnu
Lui aussi est un des plus grands marchés de l’Afrique	Ɖo Afrika gbeji ɔ bi ɔ, elɔ ɖo axi ɖaxo lɛ mɛ
Le marché est vraiment grand	Axi ɔ e klo tawun
Et il est au bord du lac	Bo ka ɖo tɔ to
Et à Noxwe… Il est au bord du lac Noxwe	Bo ɖo Nɔxwe… E ɖo Noxwe ɖe to
C’est pourquoi, on l’appelle le marché de Dantokpa	E wutu wɛ e nɔ ylɔ axi ɔ ɖɔ Dantɔkpa
Au bord du lac Noxwe, il y a un serpent au bord	Noxwe ɔ to ɔ dan ɖe ɖo Noxwe ɔ to
C’est pourquoi on appelle le marché Dantokpa	Bɔ wɛzɔn bɔ e nɔ ylɔ axi ɔ ɖɔ Dantɔkpa
Le marché est très grand	Axi ɔ klo tawun
Il y a un grand immeuble à côté de là où est le fleuve	E ɖo axixɔ ɖaxo ɖe ɖo axi ɔ sin fiɖe tɔ ɖe ɔ kpa
C’est un immeuble à étages	Bɔ axixɔ etage wɛ
C’est trois étages comme ça	Etage atɔn mɔ
Il y a encore un grand hangar	E wɛ axixɔ blo co ranga ɖaxo ɖokpo lɛ ɖe
Et il y a aussi plein de petits hangars dans le marché	Cobɔ ranga winiwini lɛ ɖo axi ɔ mɛ kpɔ
Si tu rentres dans le marché	A byɔ axi ɔ mɛ ɔ
Tout ce que tu cherches dans ce monde à acheter, tu rentres dans le marché de Dantokpa, tu vas trouver	Nu ɖebu ɖe ba a ɖe ɔ ɖo gbemɛ fi ɔ, a yi Dantokpa’xi mɛ ɔ, a na mɔ xɔ
Et les gens du Nigeria amènent aussi des trucs dans le marché	Cobɔ Nanzeria sin mɛ lɛ nɔ lɛ bɛ nu yetɔn lɛ wa axi ɔ mɛ
Et vendent leurs choses piratées	Bo nɔ wa sa nu yetɔn kpayɔkpayɔ lɛ
Et les vendent	Bo nɔ wa sa
Les voleurs aussi viennent au marché	Ajotɔ lɛ ɖesu ɖo nɔ wa axi ɔ mɛ
Si tu rentres au marché, si tu ne te contrôles pas…	A ya axi ɔ mɛ, a ma nyɔ xwe ɖebu wli a…
On va te voler.Tu crois qu’ils viennent acheter	Ye na ja jo ɖo we.A na vɛ sin nɔ nu xɔ gbe ja sin
Or ils viennent voler	Ace a jo ja gbe wɛ yi wa
C’est pourquoi, si tu rentres dans le marché là	E wɛzɔn a byɔ axi enɛ ɔ mɛ ɔ
Tu dois prendre soin de toi	A na wli bo nu hwɛ ɖe
Tu vas prendre soin de ta poche	Bo na wli bɔ nu akpo towe
Tu vas prendre soin de ta besace	Bɔ na wli bo nu aɖɔkɛ towe
Tu vas prendre soin de ton sac	Bo na wli bo nu saki towe
Et tu dois être rapide pour acheter au marché	Bo na bi ɖo nu e xɔ gbe a ja bo wa axi ɔ mɛ ɔ
Dans le marché, chacun a son secteur	Axi ɔ mɛ ɔ, e ɖo sɔ
Ils ont leur place un par un là	Ye ɖo sɔ ɖokpo ɖokpo ɖokpo ji ɖe
Si tu veux acheter.	A jan xɔ.
Si tu veux acheter une boucle, une chaine	A jan xɔ togbe, chaine
Tout ça là, tu vas au grand marché en bas du grand immeuble	Nu enɛ lɛ ɔ, a yi axi ɖaxo ɔ, ayixɔ ɖaxo ɔ sin do ɔ
Tu vas trouver tout ça là	A na mɔ nu mɔnkɔntɔn lɛ
Si tu retournes au hangar	Co a lɛ yi ranga mɛ ɔ
Tu vas encore trouver tout ça là	A lɛ mɔ nu mɔnkɔntɔn lɛ
De même, c’est comme ça que ça se trouve un par un	Mɔ ɖokpo ɔ mɔ wɛ e ɖe sonusonusonusonu ɖo
Dans le marché qui est très grand	Axi ɔ mɛ ɔ nɛ axi ɔ ka klo tawun
Tout ce que tu veux, si tu viens dans ce marché, tu vas trouver avant	Nu ɖe ba ɖe ɔ byɔ a wa ye nɛ mɛ ɔ a na mɔ ɖ’ayi ɔ
S’il pleut, tu ne peux pas passer dans le marché	Nu ji ja ɔ, a si gbɔn axi ɔ mɛ a
Et il y a une société qui s’appelle Sojema	Bɔ ye nɔ ylɔ azɔ xwe ɖe ɖɔ Sojema
C’est elle qui s’occupe du marché de Dantokpa	E wɛ nɔ kpe nukun ɖo Dantokpa’xi ɔ wu
La Sojema est partie voir les gens de la mairie	Sojema wa tike bo wa mɔ mairie sin mɛ lɛ
Et eux sont venus mettre des pavés dans certains endroits du marché	Bɔ ye wa blo pave gbɔn axi ɔ mɛ sin fiɖe l ɛ
Mais il reste certains endroits qu’ils n’ont pas fait jusque maintenant	Mɛ fiɖe lɛ kpo din ɔ ye wo blo kaka jɛ din a
Je demande à ce que les gens de Sojema aillent voir les gens de la mairie pour qu’ils puissent terminer le reste du travail dans le marché	Nye ɖo byɔbyɔ ɔ Sojema sin mɛ lɛ wɛ nu ye ni mɔ mairie bo nu e ni tɛn kpɔn bo blo fi e kpo lɛ ɖ’axi ɔ mɛ ɔ,
Parce que le marché ressemble à un grand marché international	Ɖo ɔ axi ɔ, e ci axi ɖaxo axi international wɛ
Parce que tout le monde…	Ðo ɔ mɛ bi…
Les gens… Qu’est-ce que tu cherches et que tu ne vas pas trouver dans le marché 	Mɛ lɛ… nutɛ kpo bɔ a ma na mɔ ɖ’axi enɛ ɔ mɛ a
Ca n’existe pas Le marché de Dantokpa est un grand marché, pour résumer	E ɖe a Dantokpa’xi ɔ axi ɖaxo ɖokpo wɛ e nyi, klewun mɛ ɔ
C’est ce que j’ai à dire sur le marché de Dantokpa	Nu e un ɖo bo na ɖɔ ɖo Dantokpa’xi ɔ wu enɛ
A Cotonou, quand on prépare la pâte, on la fait de différentes façons	Ðo Kutɔnu ɔ, nu e na ɖa wɔ, e ɖo alɔkpa
Deux ou trois façons pour préparer la pâte	We mɔ, atɔn mɔ bɔ e nɔ ɖo ɖa wɔ na
Voici comment on procède	E wa nyi ɖɔ etɛ
Avant que tu prépares la pâte	Co nu a na ɖa wɔ
