input	target
Khawucinge nje ngoAlex ,ochithe iminyaka eyi - 19 edlulileyo esentolongweni eBrazil ,ngenxa yokubetha abantu izihlandlo eziliqela .	Lin tamɛ dó Alex ,ee ko zán xwè 19 e wá yì lɛ é ɖò gankpa Brésil tɔn lɛ mɛ ,ɖó adakaxixo gègě wutu é sín kpɔ́ndéwú jí .
Waba liNgqina kaYehova ngonyaka ka - 2000 ,emva kokufunda iBhayibhile namaNgqina .	É kplɔ́n Biblu kpo Kúnnuɖetɔ́ ɖé kpo bo wá huzu Kúnnuɖetɔ́ Jehovah Tɔn ɖò 2000 .
Wakwenza oko iminyaka eyi - 15 .	Gbɛ̀ e é zán kaka nú xwè 15 mɔ̌ é nɛ .
Ndafunda ukumthanda uThixo .	Un kplɔ́n wǎn yí nú Mawu .
AmaNgqina kaYehova angaphezu kwezigidi ezisibhozo akumazwe ayi - 240 aye ayifumana eyona nto enokuphelisa ugonyamelo .	Kúnnuɖetɔ́ Jehovah Tɔn livi tantɔn jɛji ɖò tò 240 mɛ ko mɔ nukúnnú jɛ nǔ e na sú kún dó nú adakaxixo é mɛ .
UMBUZO Ngubani uThixo	NÙKANBYƆMɛ̌ ka nyí Mawu
Sisoloko simbulela uThixo uYise weNkosi yethu uYesu Kristu xa sinithandazela .Kolose 1 3 .	Enyi mǐ ɖò ɖɛ xò dó ta mitɔn mɛ wɛ hweɖebǔnu ɔ ,mǐ nɔ dokú nú Mawu Aklunɔ mǐtɔn Jezu Klisu sín Tɔ́ . Kolosinu lɛ 13 .
Ufanele ,Yehova ,Thixo wethu ,ukwamkela uzuko nembeko namandla ,ngenxa yokuba wadala zonke izinto .ISityhilelo 4 11 .	Aklunɔ mǐtɔn ,Mawu mǐtɔn ,susu ,yɛ̌yi kpo hlɔnhlɔn kpo jɛxa we ,ɖó a bló nǔ bǐ . Nǔɖexlɛ́mɛ 411 .
Funda namaRoma Timoti 1 17 .	Lɛ̌ kpɔ́n Hlɔmanu lɛ 1013 1 Timɔtée 117 .
UMBUZO Ngubani uYesu Kristu	NÙKANBYƆMɛ̌ ka nyí Jezu Klisu
UBawo mkhulu kunam .Yohane 14 28 .	Tɔ́ ɔ hugǎn mì . Jaan 1428 .
UYesu ungumfanekiso kaThixo ongabonakaliyo ,izibulo kwindalo yonke .Kolose 1 15 .	Nukɔngbeví wɛ é nyí ,bo hugǎn nǔ e Mawu bló lɛ bǐ . ​ Kolosinu lɛ 115 .
Funda noMateyu 26 Korinte 15 28 .	Lɛ̌ kpɔ́n Matie 2639 1 Kɔlɛntinu lɛ 1528 .
UMBUZO Yintoni umoya oyingcwele	NÙKANBYƆEtɛ ka nyí gbigbɔ mímɛ́
Njengoko uElizabhete weva umbuliso kaMariya ,usana olusesibelekweni sakhe lwaxhuma yaye uElizabhete wazaliswa ngumoya oyingcwele .Luka 1 41 .	Ee Elizabɛti sè gbedómɛ Mali tɔn lě é ɔ ,vǐ e ɖò xò tɔn mɛ é danwǔ ,bɔ gbigbɔ mímɛ́ gɔ́ ayi mɛ nú Elizabɛti . ​ Luki 141 .
Niya kwamkela amandla xa umoya oyingcwele ufika kuni .IZenzo 1 8 .	Mi na mɔ acɛ yí hwenu e gbigbɔ mímɛ́ na jɛte wá mi jí é . ​ Mɛsɛ́dó 18 .
Funda neGenesis 1 2 IZenzo .	Lɛ̌ kpɔ́n Bǐbɛ̌mɛ 12 Mɛsɛ́dó 1038 .
UMBUZO Buyintoni uBukumkani bukaThixo	NÙKANBYƆEtɛ ka nyí Axɔsuɖuto Mawu Tɔn
Kwaza kwabakho amazwi amakhulu ezulwini ,esithi Ubukumkani behlabathi buthe baba bubukumkani beNkosi yethu nobukaKristu wayo ,yaye iya kulawula njengokumkani ngonaphakade kanaphakade .’ ISityhilelo 11 15 .	Bɔ é na ɖu axɔsu kaka sɔyi .’ — ​ Nǔɖexlɛ́mɛ 1115 .
Funda noDaniyeli 2 44 Mateyu 6 .	Lɛ̌ kpɔ́n Daniyɛli 244 Matie .
UMBUZO Ngaba bonke abantu abalungileyo baya ezulwini	NÙKANBYƆMɛ ɖagbe lɛ bǐ wɛ nɔ yì jixwé à
Musani ukoyika ,mhlambi mncinane ,ngenxa yokuba kukholekile kuYihlo ukuninika ubukumkani .Luka 12 32 .	Lɛngbɔhwan kpɛví ,ma ɖi xɛsi ó ,ɖó Tɔ́ mitɔn jló ɖɔ mi ni ɖu axɔsu xá emi . ​ Luki 1232 .
Baya kuba ngababingeleli bakaThixo nabakaKristu ,balawule njengookumkani kunye naye .ISityhilelo 20 6 .	Ye na nyí vɔsanúxwlémawutɔ́ nú Mawu kpo Klisu kpo ,bo na ɖu axɔsu xá Klisu . ​ Nǔɖexlɛ́mɛ 206 .
Funda neSityhilelo 14 .	Lɛ̌ kpɔ́n Nǔɖexlɛ́mɛ .
UMBUZO Yintoni injongo kaThixo ngomhlaba nangabantu	NÙKANBYƆEtɛ ka nyí jlǒ Mawu tɔn nú ayikúngban ɔ kpo gbɛtɔ́ lɛ kpo
Abalulamileyo baya kuwudla ilifa umhlaba ,baziyolise ngokugqibeleleyo ngobuninzi boxolo .INdumiso 37 .	Tò alǒ ayikúngban ɔ ka na nyí mɛ e nɔ sɔ́ yeɖée hwe lɛ tɔn ,bɔ fífá ma ɖó dogbó e ye na mɔ ɔ ,wɛ na nyí nǔ e na nɔ víví nú ye é . ​ Ðɛhan .
Uya kuzisula zonke iinyembezi emehlweni abo ,kungabi sabakho kufa ,kungabi sabakho kuzila nakukhala nantlungu kwakhona .Izinto zangaphambili zidlule .ISityhilelo 21 .	È na súnsún ɖasin bǐ sín nukún yetɔn mɛ kú sɔ́ na tíìn ǎ ,aluwɛ sɔ́ na tíìn ǎ ,alěnina sɔ́ na tíìn ǎ ,wuvɛ̌ mimɔ sɔ́ na tíìn ǎ nǔ xóxó lɛ ko bú . ​ Nǔɖexlɛ́mɛ .
Funda neNdumiso Petros 3 13 .	Lɛ̌ kpɔ́n Ðɛhan 3729 2 Piyɛ́ɛ 313 .
Ukuze unqulo lumkholise uThixo lumele lusekelwe kwinyaniso eseBhayibhileni .Yohane 4 .	Bonu sinsɛn ɖé na dó nyɔ́ Mawu nukúnmɛ ɔ ,é ɖó na jinjɔn nugbǒ Biblu tɔn jí . ​ Jaan .
Unqulo olusekelwe kwiimbono zabantu lububuxoki .Marko 7 .	Sinsɛn e jinjɔn linlin gbɛtɔ́ tɔn lɛ jí é nyí nǔ yayǎ . ​ Maki .
Abantu abamnqula kunye uThixo bafanele bakholelwe kwinto efanayo .1 Korinte 1 .	Mɛ e nɔ sɛ̀n Mawu ɖó kpɔ́ lɛ é ɖó na ɖi nǔ nú nǔ ɖokpo ɔ lɛ . ​ 1 Kɔlɛntinu lɛ .
Abantu abanqula ngendlela ekholisa uThixo babumba iqela labazalwana abasehlabathini .1 Petros 2 17 .	Sinsɛn e Mawu yí gbè na é sín hagbɛ̌ lɛ nyí nɔvígbɛ́ ɖé gbɔn gbɛ̀ ɔ bǐ mɛ . ​ 1 Piyɛ́ɛ 217 .
UNYAKA WOKUZALWA Ngo - 1953	È JÌ MÌ ÐÒ1953
Ngo - 1949 utata wafudukela eOstreliya esuka eJamani .	Tɔ́ ce sɛ̀ tɛn sín Allemagne wá yì Australie ɖò 1949 .
Apho watshata nomama ,ndaza ndazalwa ngo - 1953 .	Finɛ wɛ é da nɔ ce ɖè ,bɔ ye jì mì ɖò 1953 .
Wasixelela ngomhlaba oyiparadesi owawuza kubakho nendlela esasinokonwaba ngayo ukuba silandela imilanganiselo yokuziphatha yeBhayibhile .INdumiso 37 Isaya 48 17 .	É ɖɔ palaɖisi ayikúngban jí tɔn sɔgudo tɔn ɔ kpo awǎjijɛ e nugbodòdó Biblu tɔn lɛ xwixwedó sixu hɛn wá nú mǐ é kpo sín xó nú mǐ . ​ Ðɛhan Ezayíi 4817 .
Xa ndandineminyaka eyi - 18 ndemka ekhaya ngenxa yobundlongondlongo bukatata .	Hwenu e un ɖó xwè 18 é ɔ ,adakaxixo papa tɔn zɔ́n bɔ un gbɔ bo jɛ gbě .
Xa ndandineminyaka eyi - 20 ,ndatshata .	Un ɖó xwè 20 é ɔ ,un d’asì .
Kwiminyaka eyi - 20 elandelayo ,ndaye ndibhekela kwindlela umama awayezame ukundifundisa yona .	Ðò xwè 20 e bɔ d’ewu lɛ é vlamɛ ɔ ,un sɛyi zɔ bǐ nú nugbodòdó e nɔ ce kplɔ́n mì lɛ é .
Nakubeni kwakugqithe iminyaka eyi - 20 ndingasayifundi iBhayibhile ,ndaphinda ndathathisa apho ndandiyeke khona .	Un jó Biblu kplɔnkplɔn dó é ɔ ,xwè 20 ko wá yì có ,un lɛ́vɔ bɛ́ .
Esebenzisa iZibhalo ,wandibonisa indlela endinokuwoyisa ngayo lo mkhwa ,waza wandikhuthaza ukuba ndiqhubeke ndicela uncedo kuYehova ngomthandazo .INdumiso 119 37 .	É zán wemafɔ Biblu tɔn tawun tawun ɖé lɛ ,bo xlɛ́ mì lee un ma sɔ́ na nyí kannumɔ na ǎ gbɔn é ,lobo dó wusyɛn lanmɛ nú mì ɖɔ má fɔ́n bo ɖò ɖɛ xò sɛ́dó Jehovah wɛ bo nɔ byɔ alɔdo tɔn . ​ Ðɛhan 11937 .
Ngo - 1999 ,ndabhaptizwa njengomnye wamaNgqina kaYehova ,ndandivuya kakhulu kuba ndandinikwe elinye ithuba lokuphila ubomi obonwabileyo .	Ðò 1999 ɔ ,un bló baptɛm bo huzu Kúnnuɖetɔ́ Jehovah Tɔn ,bɔ ali e hun nú mì azɔn wegɔ ɔ bonu má zán gbɛ̀ mímɛ́ ,awǎjijɛ gbɛ̀ é sù nukún ce mɛ tawun .
Imigaqo yeBhayibhile ayisikhuseli nje kuphela kodwa isenza siqiniseke ukuba siza kuphumelela .INdumiso 1 .	É nyí alɔ kɛɖɛ wɛ nugbodòdó Biblu tɔn lɛ nɔ cyɔn mɛ jí ǎ ,loɔ ,ganjɛwu ɖuɖeji tɔn wɛ ye lɛ́vɔ nyí . ​ Ðɛhan .
Ngo - 2000 ,ndatshata noKarolin ,udade omhle ongumKristu othanda uYehova njengam .	Ðò 2000 ɔ ,un da Karolin ,nyɔnu Klisanwun ɖɛkpɛɖɛkpɛ ɖé wɛ bo yí wǎn nú Jehovah tawun nyì ɖɔhun .
Yona ngokwayo ithi Ingca eluhlaza yomile ,intyatyambo ibunile kodwa ke lona ilizwi loThixo wethu ,liya kuhlala ukusa kwixesha elingenammiselo .Isaya 40 8 .	Biblu ɔ ɖesunɔ ɖɔ Gbehan nɔ xú ,folowa nɔ mlú ɖa ,amɔ̌ ,xó e Mawu mǐtɔn ɖɔ ɔ na nɔ ayǐ kaka sɔyi . Ezayíi 408 .
Watch Tower Bible and Tract Society of Pennsylvania	Watch Tower Bible and Tract Society of Pennsylvania
Le magazini ipapashwe ukususela ngowe - 1879 yaye ayipolitiki .	Sín 1879 wɛ è ko ɖò xójlawema elɔ ɖetɔ́n wɛ .
Sonke Siyafuna Ukuthuthuzelwa 3	Mǐ Bǐ Wɛ Ðó Hudo Gbɔdónúmɛ Tɔn 3
Indlela Asithuthuzela Ngayo UThixo 4	Lee Mawu Nɔ Dó Gbɔ nú Mǐ Gbɔn É 4
Ukuthuthuzelwa Ngamaxesha Anzima 6	Gbɔdónúmɛ Ðò Hwenu Wuvɛ̌ Tɔn lɛ Mɛ 6
LelikaYehova Idabi 9	Mawu Mavɔmavɔ Wɛ Nɔ Na Ðuɖeji Mɛ 9
Ndandisisikhohlakali ,Ndikuthanda Nokulwa 14	Akpɔ̀ Nɔ Ðó Mì Bɔ Un Nɔ Xò Daka 14
URaquel uthi Ndaba buhlungu nyhani xa ndashiywa ngumyeni ndingacinganga kwiinyanga eziyi - 18 ezidlulileyo .	Raquel tinmɛ ɖɔ Hwenu e asú ce jó mì dó ajijimɛ ɖò sun 18 ɖíe é ɔ ,wubla ɖaxó ɖé ɖí bú mì .
Emva koko ,zabuya iingqondo .Intlungu endandikuyo yayingathetheki .Luka 2 35 .	Enɛ gudo ɔ ,un wá jɛ wuvɛ̌ sè jí ,wuvɛ̌ e Biblu sɔ́ jlɛ́ dó hwǐ xò ayi mɛtɔn zlɛ ɖɔhun wu é wɛ un sè . Luki 235 .
UDavide wathi Ndincediwe ,ukuze intliziyo yam igcobe .INdumiso 28 .	Davidi ɖɔ gɔ́ na ɖɔ É nɔ gɔ́ alɔ nú mì xomɛ ɖò hunhun mì wɛ . Ðɛhan .
Njengoko kwakuprofetiwe ,uYesu wayebakhathalele ngokwenene abantu ababulalekayo nabasindwa ngumthwalo .’ Mateyu 11 .	Ezayíi Ði lee è ko ɖɔ ɖ’ayǐ gbɔn é ɔ ,Jezu sɔ́ ayi ɖó mɛ ɖěɖee agban kpinkpɛn hinhɛn cikɔ na lɛ é jí tawun . Matie .
Zonke izinto ezabhalwa kwixesha langaphambili zabhalelwa ukuyalela thina ,ukuze ngonyamezelo lwethu nangentuthuzelo yeZibhalo sibe nethemba .Roma 15 4 .	Nǔ e è ko wlan dó Mawuxówema ɔ mɛ ɖ’ayǐ xóxó lɛ bǐ ɔ ,è wlan ye ,bo na dó kplɔ́n nǔ mǐ ,bonu mǐ na ɖó nukún nǔ gbɔn sɔxwixwe kpo akɔnkpinkpan alǒ gbɔdónúmɛ e Mawuxówema ɔ nɔ na mǐ ɔ kpo gblamɛ . Hlɔmanu lɛ 154 .
Endaweni yoko ,ezintweni zonke zaziseni izibongozo zenu kuThixo yaye uxolo lukaThixo olungaphaya kokuqonda luya kuzilinda iintliziyo zenu namandla enu engqondo .Filipi 4 .	Enɛ ɔ ,fífá Mawu tɔn e hugǎn nukúnnúmɔjɛnǔmɛ gbɛtɔ́ tɔn bǐ ɔ na bló ayixa mitɔn kpodo linlin mitɔn lɛ kpo ɖó . Filipunu lɛ .
Umpostile uPawulos uthi womelezwa ’ ngamaKristu awayekhonza nawo xa wayeswele futhi ebandezelekile .’ Kolose Tesalonika 3 7 .	Mɛsɛ́dó Pɔlu ɖɔ dó azɔ̌gbɛ́ tɔn lɛ wu ɖɔ ye dó wusyɛn lanmɛ nú emi ɖesu ɖò adǎngbomɛ kpo wuvɛ̌ lɛ kpo ’ hwenu . Kolosinu lɛ 411 1 Tɛsalonikinu lɛ 37 .
Njengabo ,uya kufumanisa ukuba uThixo usasigcinile isithembiso sakhe esithi Njengonyana ohlala ethuthuzelwa ngunina ,ngokunjalo nam ndiya kuhlala ndinithuthuzela .Isaya 66 13 .	Ye ɖɔhun ɔ ,a sixu mɔ ɖɔ Mawu kpó ɖò akpá wusyɛn dó lanmɛ nú mɛ tɔn elɔ e é dó é ɖè wɛ Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun . Ezayíi 6613 .
Kuba wena ,Yehova ,undincedile wandithuthuzela .INdumiso 86 17 .	Hwɛ Mawu Mavɔmavɔ wɛ gɔ́ alɔ nú mì bo dó gbɔ nú mì . Ðɛhan 8617 .
Thuthuzelani ,thuthuzelani abantu bam ,’ utsho uThixo wenu .Isaya 40 1 .	Mawu mitɔn ɖɔ Mi dó wusyɛn lanmɛ nú togun ce .Mi dó wusyɛn lanmɛ nú togun ce .’ — Ezayíi 401 .
Utsho uYehova ukuthi .	Mawu Mavɔmavɔ ɖɔ.
Njengonyana ohlala ethuthuzelwa ngunina ,ngokunjalo nam ndiya kuhlala ndinithuthuzela .’ Isaya 66 .	Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun .’ — Ezayíi .
Banoyolo abo bazilileyo ,kuba baya kuthuthuzelwa .Mateyu 5 4 .	Nǔ nyɔ́ nú mɛ e ɖò aluwɛ mɛ lɛ ,ɖó è na dó gbɔ nú ye . Matie 54 .
Liphoseni kuye lonke ixhala lenu ,kuba unikhathalele .1 Petros 5 7 .	Mi zlɔ́n nǔ e ɖò linkpɔ́n nyí nú mi wɛ lɛ bǐ sín agban ɖó jǐ Mawu tɔn ,ɖó é ɖò nukún kpé dó mi wu wɛ . 1 Piyɛ́ɛ 57 .
UPriscilla wayesoloko ezikhumbuza ngamazwi kaYesu akuMateyu 6 34 .	Priscilla nɔ flín xógbe Jezu tɔn e ɖò Matie 634 mɛ é éɖée hwɛhwɛ .
Silandela icebiso likaYesu elikuMateyu 6 .	Un wá mɔ azɔ̌ dìn có ,mǐ hɛn gbɛzán mǐtɔn bɔkun sɔgbe kpo wěɖexámɛ Jezu tɔn e ɖò Matie mɛ é kpo .
Ngenxa yokuwohloka kwezoqoqosho ,umsebenzi wethu weminyaka engama - 20 waba lilize .	É sín akwɛyózó e ɖò tò ɔ mɛ é wu bɔ xwè 20 sín azɔ̌ syɛnsyɛn e mǐ wà é wá huzu nǔ yayǎ .
