input	target
The sidebar-mediaplayer allows you to play your music files directly in konqueror .	Umurongo wo ku mpande - Kuri Gukina Idosiye in konqueror .
The Sidebar Media Player	Media Player
The Sidebar Media Player can be accessed in the konqueror menubar under Window Show Navigation Panel or by using the F9 shortcut.	in i konqueror Cyangwa ku ikoresha i Iy' ibusamo.
To use,click the on the navigation panel in konqueror ,and drag-and-drop any music files you wish to listen to into the mediaplayer.	Koresha,Kanda i ku i Ibuganya Umwanya in konqueror ,na Kurura - na - Icyo ari cyo cyose Idosiye Kuri Kuri i.
The uachanger adds a menu to konqueror that allows you to change the Browser and Operating System identification on a domain-by-domain basis. This is useful when browsing websites that limit access to those using a particular web browser.	A Ibikubiyemo Kuri konqueror Kuri Guhindura...- ku -Ishingiro.Gushakisha Kuri ikoresha A Urubuga Mucukumbuzi.
The User Agent Changer	Umukozi - koresha
The konqueror uachanger plugin can be accessed in the menubar under Tools Change Browser Identification	konqueror in i
Default Identification	Umwirondoro Mburabuzi
The default User Agent header for konqueror is Mozilla 5.0compatible Konqueror 3.2KHTML,like Gecko. If you come across a site that refuses this browser access,change your User Agent to one of the options below.	konqueror ni Mozilla 5. 0 S 3. 2 ,nka. Kwambukiranya A Ipaji iyi Mucukumbuzi,Guhindura... Kuri Rimwe Bya i Amahitamo munsi.
Internet Explorer	Internet Explorer
Allows you to change your User Agent header to MSIE for sites that refuse Mozilla -based browsers entry. You will most likely need to use one of the MSIE User Agents if you wish to use konqueror to access Hotmail.	Kuri Guhindura...Mozilla - Icyinjijwe. Kuri Koresha Rimwe Bya i NIBA Kuri Koresha konqueror Kuri.
Pages that do n't comply with W3C recommendations,or were written using proprietary HTML elements and attributes will render correctly if you choose to send the User Agent of these old browsers.	Na,Cyangwa ikoresha HTML Ibintu na Ibiranga NIBA Hitamo... Kuri Kohereza i Bya ki bishaje.
This section contains miscellaneous browsers that you can use to change your User Agent.	Icyiciro ifite Binyuranye Koresha Kuri Guhindura....
Apply To Entire Site	Gukurikiza Imisusire y' Igenamukono
This option allows you to specify that the defined User Agent applies across every page on the site you are visiting.	ku i Ipaji.
Selecting Configure allows you to fine tune the amount of information you wish to reveal about the browser and operating system being used.	Kuri Bigyanye i Mucukumbuzi na Sisitemu Byakoreshejwe.
The User Agent Changer plugin is Copyright copy 2001 Dawit Alemayehu. adawit kde. org	ni copy . kde. org
The konqueror validator plugin checks your CSS and HTML documents for conformance to W3C recommendations and other standards.	konqueror CSS na HTML Kuri na Ikindi.
The Validators Plugin	Agacomekwamo Umurongoruhande w' Urubuga
The validator plugin can be accessed in the konqueror menubar under Tools Validate Web Page. A description of each subitem can be found below.	in i konqueror .Bya Byabonetse munsi.
The validate HTML option allows you to compare your HTML document to the defined syntax of HTML and reports any errors found. Validating your HTML will ensure that your pages display properly on all browsers.	validate HTML Ihitamo Kuri Kugereranya HTML Inyandiko Kuri i Bya HTML na Raporo Icyo ari cyo cyose Amakosa Byabonetse. HTML ku Byose.
Allows you to validate your CSS style sheet that is embedded in an HTML or XHTML document. Having valid CSS is critical to ensuring that your web site maintains a consistent look regardless of the browser that is being used.	Kuri validate CSS Imisusire URUPAPURO ni Gitsindiye in HTML Cyangwa XHTML Inyandiko. Byemewe CSS ni Ibyangombwa Kuri Urubuga Ipaji A Kureba Bya i Mucukumbuzi ni Byakoreshejwe.
Validate Links	Kuvugurura amahuza
Allows you to confirm that the links on your site contain no redirects or broken links. This tool recursively checks all links on a site.	Kuri Emeza i amahuza ku Ipaji Oya Cyangwa amahuza. Byose amahuza ku A Ipaji.
Configure Validator	Kuboneza Umurongoruhande
The configure validator item allows you to view the preset validators you can use to validate your HTML and CSS .	Kugena Imiterere Ikintu Kuri Reba i Koresha Kuri validate HTML na CSS .
The validators plugin is Copyright copy 2001 Richard Moore and Andreas Schlapbach Richard. J. Moore. mail schlpbch iam. unibe. ch	ni copy na kde. org ..
The webarchiver plugin for konqueror allows for archiving of web pages,documents and images in. war format.	konqueror Bya Urubuga Amapaji,Inyandiko na Ishusho in. Imiterere.
Web Archiver	Ubushyinguro Bwange
To access the webarchiver point your mouse to Tools Archive Web Page.... A dialog will appear allowing you to save the current website being viewed.	i Akadomo Imbeba Kuri.... A Ikiganiro Kugaragara Kuri Kubika i KIGEZWEHO Webu.
The webarchiver plugin is Copyright copy 2001-2003 Andreas Schlapbach,Antonio Larossa and Malte Starostik schlpbch iam. unibe. ch larossa kde. org malte kde. org	ni copy -,na .. kde. org kde. org
kcoloredit is a palette files editor. It can be used for editing color palettes and for color choosing and naming.	kcoloredit ni A Urwunge rw'Idosiye Muhinduzi.Urusobe rw'na.
File operations	Idosiye Ibikorwa
About palette files	Urwunge rw'Idosiye
The palette files installed by kde can be either system-wide or the user ones. The latter are in you private kde configuration folders,and they are named Custom Colors and Recent Colors.	Urwunge rw'Idosiye yakorewe iyinjizaporogaramu ku kde Sisitemu - Cyangwa i Umukoresha. in By' umwihariko kde Iboneza Ububiko,na Kunozaidosiyeya na.
In kcoloredit ,you may open all of these palettes,as well as palettes in arbitrary files.	kcoloredit ,Gicurasi Gufungura Byose Bya Urusobe rw' amabara,Nka Nka Urusobe rw' amabara in Idosiye.
Opening a file	A Idosiye
In the Open File dialog,you may choose from a list of installed palettes,or browse folders for files.	i Gufungura Idosiye Ikiganiro,Gicurasi Hitamo...A Urutonde Bya yakorewe iyinjizaporogaramu Urusobe rw' amabara,Idosiye.
The cursor is visible as a line in the palette view. It can be moved by clicking on an area beside a color.	in i Urwunge rw'Reba. ku ku Umwanya A Ibara.
The cursor has the following functions	indanga i Imimaro
It points to the color after it. The color,if any,is described below the palette view. You may edit its name there.	Nyuma. Ibara,NIBA Icyo ari cyo cyose,ni munsi i Urwunge rw'Reba. Gicurasi Kwandika Izina.
It can be used to make a selection. A selection can be made by clicking on an area beside a color,so to move the cursor there,and by moving the mouse then with the left mouse button pressed.	Byakoreshejwe Kuri Ubwoko A Ihitamo. A Ihitamo ku ku Umwanya A Ibara,Kuri Himura i indanga,Imbeba Akabuto.
A selection,that can be made as it was written in the previous section,can be used with the copy,cut and paste operations.	A Ihitamo,Nka in i Ibanjirije Icyiciro,i Gukoporora,Gukata na Komeka Ibikorwa.
kcoloredit for each color three numbers for red,green and blue components,respectively,and an optional color name,followed by a new line character if there is another color. Therefore,if for example three numbers are in the clipboard,they can be pasted by kcoloredit as a color.	kcoloredit Umutuku,Icyatsi na Ubururu,Izina,NIBA ni Ibara.,Imibare in i Ububikokoporora,ku kcoloredit Nka A Ibara.
A color can be selected from an RGB space in kcoloredit in the following ways	Umwanya in kcoloredit in i
By editing the HSV or RGB components.	Guhindura i Cyangwa.
Drag and drop	Gukurura no Kurekura
The palette colors and the color selection output color can be dragged with a mouse.	Urwunge rw'A Imbeba.
Menu Reference	Kuboneza Indango
Ctrl N File New	Ctrl Idosiye
Start a new palette in the current window.	Gutangira A Gishya Urwunge rw'in i KIGEZWEHO Idirishya.
Open a new window	Fungura idirishya nshya
Ctrl O File Open	Ctrl Idosiye Gufungura
Open a saved palette.	Gufungura A Urwunge rw' ibara.
File Open Recent	Idosiye Gufungura
Reopen a palette that you have recently been editing.	A Urwunge rw'Guhindura.
Ctrl S File Save	Ctrl S Idosiye Kubika
Save the currently open palette.	Kubika i Gufungura Urwunge rw' ibara.
File Save As...	Idosiye Kubika...
Save the currently open palette with a new name.	Kubika i Gufungura Urwunge rw'A Gishya Izina.
Ctrl W File Close	Ctrl Idosiye Funga
Close the current kcoloredit window	Funga i KIGEZWEHO kcoloredit Idirishya.
Ctrl Q File Quit	Ctrl Q Idosiye
Cut the currently selected color to the clipboard.	Kuri i Ububikokoporora.
Copy the currently selected color to the clipboard.	Kuri i Ububikokoporora.
Ctrl V Edit Paste	Ctrl V
Paste a color from the clipboard.	i Ububikokoporora.
Find the color currently selected in the palette,in the color selector on the left.	Byahiswemo in i Urwunge rw' ibara,itoranya ku i Ibumoso.
Pick a color from anywhere on the screen,and find it in the color selector on the left.	Aho ariho hose ku i Mugaragaza,itoranya ku i Ibumoso
Toggle on and off the toolbar icons.	ku na Bidakora i Umwanyabikoresho Udushushondanga.
Toggle on and off the status bar.	ku na Bidakora i Imimerere Umurongo.
Settings Hide Show Color Names	Idosiye Kubika...
If the currently open palette has color name,display them alongside the colors.	i Gufungura Urwunge rw'Amazina,i Amabara.
Settings Configure Shortcuts...	Idosiye Kubika...
Settings Configure Toolbars...	Idosiye Kubika...
help. menu. documentation	Ifashayobora. Ibikubiyemo.
kcoloredit copyright 2000 Artur. Rataj	kcoloredit Uburenganzira bw' umuhimbyi
Documentation copyright 2000 Artur. Rataj	Uburenganzira bw' umuhimbyi
underFDL underGPL	underFDL underGPL
kiconedit is designed to help create icons for kde using the standard icon palette.	kiconedit kde ikoresha i Bisanzwe Agashushondanga Urwunge rw' ibara.
I hope you will find this program somehow useful and I would appreciate any suggestions and comments.	na Ibisobanuro.
Onscreen Fundamentals	Iyongera rya marije
In this section will be briefly described the Icon Editor user interface.	iyi Icyiciro i Umukoresha Imigaragarire.
main toolbar,tools toolbar,statusbar,color palette and the grid,where you paint the icon.	Umwanyabikoresho,Ibikoresho Umwanyabikoresho,i Urusobetudirishya na Umurongomiterere.
Main Toolbar	umwanya w' ibikoresho w' ibanze
Create a new icon. If the current file has been modified you will be asked if you want to save the changes. After that a dialog will open where you can choose to create the icon from scratch or from a template.	A Gishya Agashushondanga.NIBA Kuri Kubika i Amahinduka. A Ikiganiro Gufungura Hitamo...A Nyandiko- rugero.
Open an existing icon file.	Gufungura Agashushondanga Idosiye.
Save the currently open icon.	Kubika i Gufungura Agashushondanga.
Print the icon.	i Agashushondanga.
Undo the last action	i Iheruka Igikorwa
Redo the last action undone. If no actions have been undone,this action is disabled.	i Iheruka Igikorwa. Oya Ibikorwa,iyi Igikorwa ni Yahagaritswe.
Cuts out the entire icon and put it onto the clipboard.	Inyuma i Agashushondanga na Gushyira i Ububikokoporora.
Copies the entire icon to the clipboard.	i Agashushondanga Kuri i Ububikokoporora.
Paste the contents of the clipboard as a new image if the clipboard contains a valid icon.	i Ibigize Bya i Ububikokoporora Nka A Gishya Ishusho NIBA i Ububikokoporora ifite A Byemewe Agashushondanga.
Zoom to predefined zoom factor,zoom in or zoom out.	Kuri Ihindurangano Umubarwa.
Gray scale the icon image. This may create colors not conformant to the kde icon palette.	Gupima i Agashushondanga Ishusho. Gicurasi Kurema Amabara OYA Kuri i kde Agashushondanga Urwunge rw' ibara.
Toggle grid on off.	Urusobetudirishya ku Bidakora.
This toolbar contains the tools you can use to manipulate the icon.	Umwanyabikoresho ifite i Ibikoresho Koresha Kuri i Agashushondanga.
Color Picker	Impapuro z' Amabara
Draw a rectangle.	A Urukiramende.
Draw a filled rectangle.	A Byuzuye Urukiramende.
Draw a circle.	A Uruziga.
Filled Circle	Uruziga rwuzuye
Draw a filled circle.	A Byuzuye Uruziga.
Draw a filled ellipse almost the same thing as drawing a circle.	A Byuzuye Ishushogi i Nka Igishushanyo A Uruziga.
Draws a randow dotted pattern like a spraycan.	A WUTUDOMO Ishusho nka A.
Fill an area with the current color.	i KIGEZWEHO Ibara.
Draw a line.	A Umurongo.
Draw transparent invisible.	Bibonerana Kitagaragara.
Rectangular Selection	Ihitamo ry' Ururimi
Circular Selection	Kubara icyatoranyijwe
Select mark a part of the icon.	Ikimenyetso A Inzira s Bya i Agashushondanga.
The grid is where you manipulate the icon contents.	Urusobetudirishya ni i Agashushondanga Ibigize.
The status bar keeps you informed of current operations. From left to right,it tells you the x,y coordinates of the pixel you are working on,the size of the current canvas,the zoom factor,and the current number of colors in the icon.	Imimerere Umurongo Bya KIGEZWEHO Ibikorwa.Kuri Iburyo,i x,Y Bya i ku,Bya i KIGEZWEHO,i Ihindurangano Umubarwa,na i KIGEZWEHO Umubare Bya Amabara in i Agashushondanga.
The Menu Entries	Ibikubiye mu byinjijwe
The following functions are available from the File menu	i Idosiye Ibikubiyemo
Ctrl N File New	Ctrl Idosiye
Lets you create a new icon,either from a template or by specifying the size.	Kurema A Gishya Agashushondanga,A Nyandiko- rugero Cyangwa ku i Ingano.
Open a new Icon Editor window.	Gufungura A Gishya Idirishya.
Ctrl O File Open...	Ctrl Idosiye Gufungura...
File Open Recent	Idosiye Gufungura
Displays a list of recently opened icons to choose from.	A Urutonde Bya Udushushondanga Kuri Hitamo... Kuva.
Ctrl S File Save	Ctrl S Idosiye Kubika
File Save As...	Idosiye Kubika...
Save the currently open icon under a new name.	Kubika i Gufungura Agashushondanga A Gishya Izina.
Ctrl P File Print...	Ctrl Idosiye...
Print the icon	i Agashushondanga
Ctrl W File Close	Ctrl Idosiye Funga
Close kiconedit .	Funga kiconedit .
The Edit Menu	Ibikubiyemo ifite i Ibyinjijwe
The Edit menu contains the following entries	Ibikubiyemo ifite i Ibyinjijwe
Ctrl V Edit Paste	Ctrl V
Paste the contents of the clipboard if the clipboard contains a valid icon.	i Ibigize Bya i Ububikokoporora NIBA i Ububikokoporora ifite A Byemewe Agashushondanga.
Paste the contents of the clipboard as a new image into a new Icon Editor window if the clipboard contains a valid icon.	i Ibigize Bya i Ububikokoporora Nka A Gishya Ishusho NIBA i Ububikokoporora ifite A Byemewe Agashushondanga.
Clear the grid and fill it with transparent color.	Bibonerana Ibara.
Ctrl A Edit	Ctrl A Byose
Marks the entire icon as selected.	i Agashushondanga Nka Byahiswemo.
Ctrl View Zoom In	Ctrl in
Magnify the view of the icon.	i Reba Bya i Agashushondanga.
Ctrl - View	Ctrl - Inyuma
Shrink the view icon to a smaller screen size	i Reba Agashushondanga Kuri A Gitoya Mugaragaza Ingano
Zoom to a predefined zoom factor	Kuri A Ihindurangano Umubarwa
Draw a rectangle.	A Urukiramende.
Draw a filled rectangle.	A Byuzuye Urukiramende.
Draw a circle.	A Uruziga.
Draw a filled circle.	A Byuzuye Uruziga.
Draws a random dotted pattern like a spraycan.	A Bitunguranye WUTUDOMO Ishusho nka A.
Fill an area with the current color.	i KIGEZWEHO Ibara.
Draw a line.	A Umurongo.
Draw transparent invisible.	Bibonerana Kitagaragara.
Toggle on and off the display of the toolbars.	Bya i Imyanyabikoresho.
Settings Show Hide Statusbar	Idosiye Kubika...
Toggle on and off the display of the status bar.	Bya i Imimerere Umurongo.
Toggle on and off the grid.	ku na Bidakora i Urusobetudirishya.
Opens a dialog where you can customize kiconedit 's keyboard shortcuts.	A Ikiganiro Kunoza kiconedit 'S Mwandikisho Amahinanzira.
Settings Configure kiconedit ...	Idosiye Kubika...
Opens the kiconedit configuration dialog configuration dialog,described separately.	i kiconedit Iboneza Ikiganiro,.
help. menu. documentation	Ifashayobora. Ibikubiyemo.
kiconedit configuration dialog	i kiconedit Iboneza Ikiganiro,.
kiconedit configuration dialog	i kiconedit Iboneza Ikiganiro,.
Program copyright Thomas. Tanghus tanghus kde. org	Uburenganzira bw' umuhimbyi kde. org
Nadeem Hassan nhasan nadmm. com - Rewrote UI to use XMLGUI,Lots of fixes and cleanup	com - Kuri Koresha,Bya na
Adrian Page Adrian. Page tesco. net - Bug Fixes and GUI tidy up.	net - na Hejuru.
underFDL underGPL	underFDL underGPL
How to obtain kiconedit	Kuri kiconedit
install. intro. documentation	Kwinjiza porogaramu.
install. compile. documentation	Kwinjiza porogaramu. Gukusanya.
lauri kde. org	kde. org
zehender kde. org	kde. org
kpovmodeler is a graphical 3D modeler,which can generate scenes for Povray	kpovmodeler ni A,Povray
kpovmodeler is a 3D modeling application to generate Povray scenes.	kpovmodeler ni A Porogaramu Kuri Povray .
While it is not necessary to fully understand the Povray application in order to make good use of kpovmodeler ,it is highly recommended that you read and try to understand the Povray documentation.	ni OYA Kuri i Povray Porogaramu in Itondekanya Kuri Ubwoko Koresha Bya kpovmodeler ,ni Soma na Kugerageza Kuri i Povray Inyandiko.
When you start kpovmodeler ,the default layout is as follows	Tangira vendorShortName kpovmodeler ,i Mburabuzi Imigaragarire ni Nka
The default view layout	Mburabuzi Reba Imigaragarire
The default view layout	Mburabuzi Reba Imigaragarire
The object tree 3	Igikoresho Igiti 3
The object properties view 4	Igikoresho Indangabintu Reba 4
The wireframe and camera views 5	na Kamera 5
The Object Tree	Umwanya w' Ibikoresho by' Umwandiko
The object tree displays the objects inside the scene and their hierarchy.	Igikoresho Igiti i Ibintu Mo Imbere i na Ikurikiranyanzego.
The object tree	Igikoresho Igiti
Selecting Objects	Ikosa mu Gusiba Ikintu
In the object tree you can select objects. Once you select an object,its attributes are displayed in the properties view and rendered yellow in the wireframe views.	i Igikoresho Igiti Guhitamo Ibintu. Guhitamo Igikoresho,Ibiranga in i Indangabintu Reba na Umuhondo in i.
You can select multiple objects. However,you cannot select a child of an already selected object,because all children are selected indirectly with the parent.	Guhitamo Igikubo Ibintu.,Guhitamo A Bya Byahiswemo Igikoresho,i.
If only one object is selected,it is referred to as the active object from now on.	Rimwe Igikoresho ni Byahiswemo,NONEAHA ku.
To add a new object to the object tree,select the object where you want to insert the new object and either click the icon in the toolbar or choose a menu entry in the Insert menu.	Ongera A Gishya Igikoresho Kuri i Igikoresho Igiti,Guhitamo i Igikoresho Kuri Ongeramo i Gishya Igikoresho na Kanda i Agashushondanga in i Umwanyabikoresho Cyangwa Hitamo... A Ibikubiyemo Icyinjijwe in i Ibikubiyemo.
There are three possible positions for new objects	Gishya Ibintu
As the first child of the active object	i Itangira Bya i Gikora Igikoresho
As the last child of the active object	i Iheruka Bya i Gikora Igikoresho
As a sibling of the active object	A Bya i Gikora Igikoresho
If there is more than one position possible,the following popup menu prompts you to select the correct position	ni Birenzeho Rimwe Ibirindiro,i Byirambuye Ibikubiyemo Kuri Guhitamo i Ibirindiro
Removing Objects	Gukuramo amadosiye
To remove objects,select them and select Delete from either the Edit menu or the RMB context menu.	Gukuraho Ibintu,i Ibikubiyemo Cyangwa i RMB Imvugiro Ibikubiyemo.
Moving Objects	Ibikoresho by' ishushanya
To move objects,drag and drop the selected objects on to the object tree.	Himura Ibintu,Kurura na i Byahiswemo Ibintu ku Kuri i Igikoresho Igiti.
The Properties View	Indangabintu y' imbonerahamwe
The properties view displays the attributes of the active object.	Indangabintu Reba i Ibiranga Bya i Gikora Igikoresho.
The properties view	Indangabintu Reba
If you changed some properties,click the Apply button to make the changes permanent. If you entered invalid data,a message box will show up with an error description. You can then adjust the properties and press Apply again,or revert your changes with the Cancel button.	Byahinduwe Indangabintu,Kanda i Akabuto Kuri Ubwoko i Amahinduka Bihoraho. Bitemewe Ibyatanzwe,A Ubutumwa Agasanduku HerekanaIkosa Umwirondoro. Hanyuma i Indangabintu na Kanda Nanone,i Akabuto.
If you set the path to your Povray user documentation in the settings dialog,you can open the Povray reference page for the displayed object with the Help button.	Kuri Povray Umukoresha Inyandiko in i Igenamiterere Ikiganiro,Gufungura i Povray i Akabuto.
You need the Povray 3.1g or 3.5 HTML user documentation in order to use this feature. If your distribution does not contain this documentation you can download it here. The Povray 3.5 package contains the html user documentation.	i Povray 3. Cyangwa 3. 5 Umukoresha Inyandiko in Itondekanya Kuri Koresha iyi Ikiranga. Ikwirakwiza OYA iyi Inyandiko Iyimura. Povray 3. 5 Porogaramu ifite i HTML Umukoresha Inyandiko.
If you edit a texture or a part of a texture,you can preview it inside the properties view.	Kwandika A Ibara risize Cyangwa A Inzira s Bya A Ibara risize,Ibibanjirije Mo Imbere i Indangabintu Reba.
The properties view,texture preview	Indangabintu Reba,Ibara risize Ibibanjirije
The Wireframe Views	Igaragara ry' imbonerahamwe
The orthographic wireframe views show the scene as an orthographic projection on one of the coordinate planes.	Herekana S i Nka ku Rimwe Bya i.
Each type renders the scene from a different perspective.	A Imirebere.
Graphical Attribute Changes	Ibiranga ibishushanyo
In the orthographic views you can change object attribute properties graphically with the mouse.	i Guhindura...i Imbeba.
The control points of the camera object	Igenzura Utudomo Bya i Kamera Igikoresho
The above screenshot shows the control points of the camera. You can drag the control points around to change the camera's position and direction.	hejuru i Igenzura Utudomo Bya i Kamera. Kurura i Igenzura Utudomo Kuri Guhindura...na Icyerekezo.
If a transformation is selected,the control points are removed and a small cross is displayed in the wireframe view. The cross marks the center for scaling and rotation,as well as the position for translations. You can change the transformation with the mouse by dragging inside the whole view.	A Ihindurwa ni Byahiswemo,i Igenzura Utudomo Cyavanyweho na A Gitoya Kwambukiranya ni in i Reba.Ipima na Ukuzenguruka,ya. Guhindura...i Imbeba ku Mo Imbere i Reba.
Some objects like the bicubic patch support selection and modification of multiple control points.	Ibintu nka i Gushigikira Ihitamo na Bya Igikubo Igenzura Utudomo.
Selects one control point and deselects all others	Rimwe Igenzura Akadomo na Byose Ibindi
Selects or deselects one control point	Cyangwa Rimwe Igenzura Akadomo
Drag a rectangle. All control points inside the rectangle are selected,the others deselected	A Urukiramende. Igenzura Utudomo Mo Imbere i Urukiramende Byahiswemo,i Ibindi
Drag a rectangle. All control points inside the rectangle are selected	A Urukiramende. Igenzura Utudomo Mo Imbere i Urukiramende Byahiswemo
Display Window Selection	Kureka Ihitamo
You can zoom and translate the view to change the display window.	Ihindurangano na translate i Reba Kuri Guhindura...Idirishya.
Translates the view	i Reba
Zooms the view around the mouse position	i Reba i Imbeba Ibirindiro
Ctrl Left,Ctrl Right	Ctrl Idosiye
Zooms the view	i Reba
The Camera View	Igaragara ry' imbonerahamwe
The camera view displays the scene from the camera's point of view.	i Akadomo Bya Reba.
The camera view	Kamera Reba
The blue box displays the field of view when the scene is rendered.	i ni.
You cannot change control points in the camera view.	Guhindura... Igenzura Utudomo in i Kamera Reba.
By default all objects are displayed in the wireframe views.	Mburabuzi Byose Ibintu in i.
Each object with a wire frame has a visibility level. You can specify a visibility level relative to the parent's visibility level or an absolute value. Objects are only displayed if they are selected or their visibility level is smaller or equal the chosen scene visibility level in the toolbar.	A Ikadiri A Ukugaragara urwego. Kugaragaza A Ukugaragara urwego Bifitanye isano Kuri i Ukugaragara urwego Cyangwa Agaciro. NIBA Byahiswemo Cyangwa Ukugaragara urwego ni Gitoya Cyangwa bingana i Ukugaragara urwego in i Umwanyabikoresho.
View Layouts	Imigaragarire y' Igice
kpovmodeler The object tree and the object properties view to the left and four graphical views to the right.	kpovmodeler Igikoresho na Kuri i Iburyo.
If you do n't like the default layout,or need another layout,you can freely configure it. You can even save multiple view layouts and switch between them on the fly.	nka i Mburabuzi Imigaragarire,Cyangwa Imigaragarire,Kugena Imiterere. ATARIIGIHARWE Kubika Igikubo Reba Imigaragarire na Hindura hagati ku i.
You can move the existing views by dragging the handle on top of the views around.	Bya i.
To dock a widget above or below an existing view,drag the handle to the top or bottom of a view. A rectangle will indicate the new position.	Gukuraho A hejuru Cyangwa munsi Reba,Bya A Reba. A Urukiramende i Gishya Ibirindiro.
To create a new column,drag the handle to the right or left side of another view. The view will then dock to the left or right side of the view and span the full height.	Kurema A Gishya Inkingi,Bya Reba.Bya i Reba na i Cyuzuye Ubuhagarike.
If you want multiple views sharing the same space,drag the handle to the center of another view. You can then switch between the views by clicking the corresponding tab on top of the views.	Igikubo Bisangiwe i Umwanya,Kurura i Kuri i Hagati Bya Reba.Bya i.
The tabbed view layout	Reba Imigaragarire
views that are not docked into the main view. To undock a view,drag the handle to the desktop or press the little arrow in the view handle that points to the top left side.	OYA i Reba. Kudakuraho A Reba,Ibumoso.
To close a view,click the little cross in the handle. To prevent closing,click the little box between the arrow and the cross.	Gufunga A Reba,Kanda i Kwambukiranya in i.,Kanda i Agasanduku hagati i Akambi na i Kwambukiranya.
You can add additional views to the main window. The View menu contains entries for each type of view. New views will be created floating,which you can dock wherever you like.	Ongera Kuri i Idirishya.Bya Reba. Byaremwe Bihindagurika,Gukuraho nka.
You can save the current view layout with View Save View Layout... A dialog opens that lets you select an existing layout or create a new one.	Kubika... A Ikiganiro Guhitamo Imigaragarire Cyangwa Kurema A Gishya Rimwe.
You can then fine-tune your view layout in the settings dialog.	Hanyuma - Reba Imigaragarire in i Igenamiterere Ikiganiro.
You can switch to a saved view layout by selecting the entry in the View View Layout menu.	Hindura Kuri A Reba Imigaragarire ku i Icyinjijwe in i Ibikubiyemo.
Once you have created a scene,you will want to render it. kpovmodeler uses Povray 3.1g to render the scene,so you need a correct installation of Povray . At the time of writing Povray 3.5 was released. This version is not supported in the kpovmodeler 1.0 version.	Byaremwe A,Kuri. kpovmodeler Povray 3. Kuri i,A iyinjizaporogaramu Bya Povray . i Igihe Bya Povray 3. 5. Verisiyo ni OYA in i kpovmodeler 1. 0 S Verisiyo.
Go to www. povray. org to get a version of Povray and for installation instructions.	Kuri www.. org Kuri Kubona A Verisiyo Bya Povray iyinjizaporogaramu Amabwiriza.
To render the current scene,press the render icon The render icon in the toolbar,or select the View Render menu entry.	i KIGEZWEHO,Kanda i Agashushondanga Agashushondanga in i Umwanyabikoresho,Cyangwa Guhitamo i Ibikubiyemo Icyinjijwe.
Render Modes	Uburyo bw' isubizwa
A render mode is similar to Povray s ini file entries. It specifies the image size and quality levels for rendering. If you would like to render your scene with different qualities and sizes,you can add as many render modes as you need,from quick previews to fullscreen high quality images.	A Ubwoko ni Kuri Povray S Idosiye Ibyinjijwe.Isubizwa.na Ingano,Ongera Nka Nka,Kuri Mugaragazayuzuye ejuru Ubwiza Ishusho.
Render Modes Configuration	Iboneza ry' ibikorana
