input	target
É ɖɔ nyì wɛn ɖɔ Enyi nyɔnu ɖé ma dó afɔ gbě ǎ ,bonu asú tɔn nya ɛ ,bo da nyɔnu ɖevo ɔ ,aga wɛ sunnu enɛ ɔ lɛ̀ . Matie .	Whoever divorces his wife ,except on the grounds of sexual immorality ,and marries another commits adultery . Matthew .
È ɖɔ ɖɔ adakaxixo nyí jɛmɛji e fɔ́n bo ɖò gbigbakpé gbɛ̀ ɔ mɛ wɛ é ɖé .	Violence has been called a growing public health problem across the world .
Ðò Amérique Latine ɔ ,è ɖɔ ɖɔ gbɛtɔ́ 1 ɖò 3 jí wu wɛ è ko wà alǎnnú dó kpɔ́n .	In Latin America ,nearly 1 person in every 3 has reported being a victim of violent crime .
Wǎn yí nú Mawu wɛ nyí è ni nyì sɛ́n tɔn lɛ sɛ́n tɔn lɛ ka vɛ́ nyì ǎ . 1 Jaan 53 .	This is what the love of God means ,that we observe his commandments . 1 John 53 .
Sísí ɖó nú alǒ xɛsi ɖi nú Mawu Mavɔmavɔ wɛ nyí wǎn gbɛ́ nú nǔ nyanya . Nùnywɛxó 813 .	The fear of Jehovah means the hating of bad . Proverbs 813 .
Lin tamɛ dó Alex ,ee ko zán xwè 19 e wá yì lɛ é ɖò gankpa Brésil tɔn lɛ mɛ ,ɖó adakaxixo gègě wutu é sín kpɔ́ndéwú jí .	Consider Alex ,who has spent the last 19 years in the Brazilian prison system for several acts of assault .
É kplɔ́n Biblu kpo Kúnnuɖetɔ́ ɖé kpo bo wá huzu Kúnnuɖetɔ́ Jehovah Tɔn ɖò 2000 .	He became one of Jehovah’s Witnesses in the year 2000 ,after studying the Bible with the Witnesses .
Gbɛ̀ e é zán kaka nú xwè 15 mɔ̌ é nɛ .	That was his way of life for some 15 years .
Kúnnuɖetɔ́ Jehovah Tɔn livi tantɔn jɛji ɖò tò 240 mɛ ko mɔ nukúnnú jɛ nǔ e na sú kún dó nú adakaxixo é mɛ .	More than eight million of Jehovah’s Witnesses in 240 lands have discovered the key to eradicating violence .
Enyi mɔ̌ hǔn ,hwi lɔ ɖò gbɛtɔ́ liva wè jɛji e ɖò ayikúngban jí é ɖibla bló mɛ e ɖò ayikúngban ɔ jí é 1 ɖò 3 jí nɛ bo nɔ ɖɔ ɖɔ emi nyí ahwanvu Klisu tɔn é mɛ nɛ .	If so ,you are among the more than two billion people on earth ​ — almost 1 in every 3 — ​ who profess to be followers of Christ .
NÙKANBYƆMɛ̌ ka nyí Mawu	Who is God
Enyi mǐ ɖò ɖɛ xò dó ta mitɔn mɛ wɛ hweɖebǔnu ɔ ,mǐ nɔ dokú nú Mawu Aklunɔ mǐtɔn Jezu Klisu sín Tɔ́ . Kolosinu lɛ 13 .	We always thank God ,the Father of our Lord Jesus Christ ,when we pray for you . Colossians 13 .
Aklunɔ mǐtɔn ,Mawu mǐtɔn ,susu ,yɛ̌yi kpo hlɔnhlɔn kpo jɛxa we ,ɖó a bló nǔ bǐ . Nǔɖexlɛ́mɛ 411 .	You are worthy ,Jehovah our God ,to receive the glory and the honor and the power ,because you created all things . Revelation 411 .
Lɛ̌ kpɔ́n Hlɔmanu lɛ 1013 1 Timɔtée 117 .	See also Romans 1013 1 Timothy 117 .
NÙKANBYƆMɛ̌ ka nyí Jezu Klisu	Who is Jesus Christ
Tɔ́ ɔ hugǎn mì . Jaan 1428 .	The Father is greater than I am . John 1428 .
Lɛ̌ kpɔ́n Matie 2639 1 Kɔlɛntinu lɛ 1528 .	See also Matthew 2639 1 Corinthians 1528 .
NÙKANBYƆEtɛ ka nyí gbigbɔ mímɛ́	What is the holy spirit
Ee Elizabɛti sè gbedómɛ Mali tɔn lě é ɔ ,vǐ e ɖò xò tɔn mɛ é danwǔ ,bɔ gbigbɔ mímɛ́ gɔ́ ayi mɛ nú Elizabɛti . ​ Luki 141 .	As Elizabeth heard the greeting of Mary ,the infant in her womb leaped ,and Elizabeth was filled with holy spirit . Luke 141 .
Mi na mɔ acɛ yí hwenu e gbigbɔ mímɛ́ na jɛte wá mi jí é . ​ Mɛsɛ́dó 18 .	You will receive power when the holy spirit comes upon you . Acts 18 .
Lɛ̌ kpɔ́n Bǐbɛ̌mɛ 12 Mɛsɛ́dó 1038 .	See also Genesis 12 Acts 1038 .
NÙKANBYƆEtɛ ka nyí Axɔsuɖuto Mawu Tɔn	What is the Kingdom of God
Bɔ é na ɖu axɔsu kaka sɔyi .’ — ​ Nǔɖexlɛ́mɛ 1115 .	And there were loud voices in heaven ,The kingdom of the world has become the Kingdom of our Lord and of his Christ ,and he will rule as king forever and ever . ’ ​ — Revelation 1115 .
Lɛ̌ kpɔ́n Daniyɛli 244 Matie .	See also Daniel 244 Matthew .
NÙKANBYƆMɛ ɖagbe lɛ bǐ wɛ nɔ yì jixwé à	Do all good people go to heaven
Lɛngbɔhwan kpɛví ,ma ɖi xɛsi ó ,ɖó Tɔ́ mitɔn jló ɖɔ mi ni ɖu axɔsu xá emi . ​ Luki 1232 .	Have no fear ,little flock ,for your Father has approved of giving you the Kingdom . Luke 1232 .
Ye na nyí vɔsanúxwlémawutɔ́ nú Mawu kpo Klisu kpo ,bo na ɖu axɔsu xá Klisu . ​ Nǔɖexlɛ́mɛ 206 .	They will be priests of God and of the Christ ,and they will rule as kings with him . Revelation 206 .
Lɛ̌ kpɔ́n Nǔɖexlɛ́mɛ .	See also Revelation .
NÙKANBYƆEtɛ ka nyí jlǒ Mawu tɔn nú ayikúngban ɔ kpo gbɛtɔ́ lɛ kpo	What is God’s will for the earth and mankind
Tò alǒ ayikúngban ɔ ka na nyí mɛ e nɔ sɔ́ yeɖée hwe lɛ tɔn ,bɔ fífá ma ɖó dogbó e ye na mɔ ɔ ,wɛ na nyí nǔ e na nɔ víví nú ye é . ​ Ðɛhan .	The meek will possess the earth ,and they will find exquisite delight in the abundance of peace . Psalm .
Lɛ̌ kpɔ́n Ðɛhan 3729 2 Piyɛ́ɛ 313 .	See also Psalm 3729 2 Peter 313 .
Bonu sinsɛn ɖé na dó nyɔ́ Mawu nukúnmɛ ɔ ,é ɖó na jinjɔn nugbǒ Biblu tɔn jí . ​ Jaan .	To please God ,a religion must be based on Bible truth . John .
Sinsɛn e jinjɔn linlin gbɛtɔ́ tɔn lɛ jí é nyí nǔ yayǎ . ​ Maki .	Religions based on human ideas are futile . Mark .
Mɛ e nɔ sɛ̀n Mawu ɖó kpɔ́ lɛ é ɖó na ɖi nǔ nú nǔ ɖokpo ɔ lɛ . ​ 1 Kɔlɛntinu lɛ .	Those who worship God together should be united in belief . 1 Corinthians .
Sinsɛn e Mawu yí gbè na é sín hagbɛ̌ lɛ nyí nɔvígbɛ́ ɖé gbɔn gbɛ̀ ɔ bǐ mɛ . ​ 1 Piyɛ́ɛ 217 .	Members of the religion that God approves form a worldwide brotherhood . 1 Peter 217 .
Zǐn LA BIBLE ET VOUS QUESTIONS BIBLIQUES	Look under BIBLE TEACHINGS BIBLE QUESTIONS ANSWERED
Tɔ́ ce sɛ̀ tɛn sín Allemagne wá yì Australie ɖò 1949 .	My father emigrated to Australia from Germany in 1949 .
Finɛ wɛ é da nɔ ce ɖè ,bɔ ye jì mì ɖò 1953 .	There he married my mother ,and I was born in 1953 .
É ɖɔ palaɖisi ayikúngban jí tɔn sɔgudo tɔn ɔ kpo awǎjijɛ e nugbodòdó Biblu tɔn lɛ xwixwedó sixu hɛn wá nú mǐ é kpo sín xó nú mǐ . ​ Ðɛhan Ezayíi 4817 .	She told us about a future paradise earth and how we could be happy if we followed the Bible’s standards of conduct . Psalm Isaiah 4817 .
Hwenu e un ɖó xwè 18 é ɔ ,adakaxixo papa tɔn zɔ́n bɔ un gbɔ bo jɛ gbě .	At 18 years of age ,I felt compelled to leave home because of Dad’s violence .
Un ɖó xwè 20 é ɔ ,un d’asì .	When I was 20 ,I got married .
Gbè ɖokpo ɔ ,azɔ̌gbɛ́ ce lɛ xlɛ́ mì fɔtóo nùblibliwiwa tɔn lɛ .	One day ,my workmates introduced me to pornography .
Ðò xwè 20 e bɔ d’ewu lɛ é vlamɛ ɔ ,un sɛyi zɔ bǐ nú nugbodòdó e nɔ ce kplɔ́n mì lɛ é .	Over the next 20 years ,I drifted further and further from the standards that my mother had tried to teach me .
É zán wemafɔ Biblu tɔn tawun tawun ɖé lɛ ,bo xlɛ́ mì lee un ma sɔ́ na nyí kannumɔ na ǎ gbɔn é ,lobo dó wusyɛn lanmɛ nú mì ɖɔ má fɔ́n bo ɖò ɖɛ xò sɛ́dó Jehovah wɛ bo nɔ byɔ alɔdo tɔn . ​ Ðɛhan 11937 .	Using specific Bible texts ,he showed me how to confront my addiction ,and he encouraged me to seek Jehovah’s help through persistent prayer . Psalm 11937 .
Ðò 1999 ɔ ,un bló baptɛm bo huzu Kúnnuɖetɔ́ Jehovah Tɔn ,bɔ ali e hun nú mì azɔn wegɔ ɔ bonu má zán gbɛ̀ mímɛ́ ,awǎjijɛ gbɛ̀ é sù nukún ce mɛ tawun .	In 1999 ,I was baptized as one of Jehovah’s Witnesses ,grateful that I had been given a second chance to live a decent ,happy life .
Xó nugbǒ tawun wɛ Nùnywɛxó ɖɔ	How true are the words of Proverbs
É nyí alɔ kɛɖɛ wɛ nugbodòdó Biblu tɔn lɛ nɔ cyɔn mɛ jí ǎ ,loɔ ,ganjɛwu ɖuɖeji tɔn wɛ ye lɛ́vɔ nyí . ​ Ðɛhan .	The Bible’s standards have been not only a protection but ultimately a guarantee of success . Psalm .
Ðò 2000 ɔ ,un da Karolin ,nyɔnu Klisanwun ɖɛkpɛɖɛkpɛ ɖé wɛ bo yí wǎn nú Jehovah tawun nyì ɖɔhun .	In 2000 ,I married Karolin ,a beautiful Christian sister who loves Jehovah as much as I do .
Biblu ɔ ɖesunɔ ɖɔ Gbehan nɔ xú ,folowa nɔ mlú ɖa ,amɔ̌ ,xó e Mawu mǐtɔn ɖɔ ɔ na nɔ ayǐ kaka sɔyi . Ezayíi 408 .	The green grass dries up ,the blossom withers ,but the word of our God endures forever . Isaiah 408 .
Watch Tower Bible and Tract Society of Pennsylvania	Watch Tower Bible and Tract Society of Pennsylvania
Sín 1879 wɛ è ko ɖò xójlawema elɔ ɖetɔ́n wɛ .	This magazine has been published continuously since 1879 and is nonpolitical .
Mǐ Bǐ Wɛ Ðó Hudo Gbɔdónúmɛ Tɔn 3	We All Need Comfort 3
Lee Mawu Nɔ Dó Gbɔ nú Mǐ Gbɔn É 4	How God Offers Comfort 4
Gbɔdónúmɛ Ðò Hwenu Wuvɛ̌ Tɔn lɛ Mɛ 6	Comfort in Times of Trouble 6
Mawu Mavɔmavɔ Wɛ Nɔ Na Ðuɖeji Mɛ 9	The Battle Belongs to Jehovah 9
Akpɔ̀ Nɔ Ðó Mì Bɔ Un Nɔ Xò Daka 14	I Was Bitter at Heart and Violent 14
Raquel tinmɛ ɖɔ Hwenu e asú ce jó mì dó ajijimɛ ɖò sun 18 ɖíe é ɔ ,wubla ɖaxó ɖé ɖí bú mì .	When my husband suddenly left me 18 months ago ,I felt a sadness come over me .
Enɛ gudo ɔ ,un wá jɛ wuvɛ̌ sè jí ,wuvɛ̌ e Biblu sɔ́ jlɛ́ dó hwǐ xò ayi mɛtɔn zlɛ ɖɔhun wu é wɛ un sè . Luki 235 .	Then came the pain ,the pain that the Bible compares to having a long sword run through you . Luke 235 .
Robert ,Luis ,Raquel kpo Julian kpo mɔ gbɔdónúmɛ ɖò ninɔmɛ wuvɛ̌ tɔn enɛ lɛ mɛ .	Robert ,Luis ,Raquel ,and Julian did find comfort ,even in those distressing circumstances .
Davidi ɖɔ gɔ́ na ɖɔ É nɔ gɔ́ alɔ nú mì xomɛ ɖò hunhun mì wɛ . Ðɛhan .	I have received his help ,and my heart rejoices . Psalm .
Ezayíi Ði lee è ko ɖɔ ɖ’ayǐ gbɔn é ɔ ,Jezu sɔ́ ayi ɖó mɛ ɖěɖee agban kpinkpɛn hinhɛn cikɔ na lɛ é jí tawun . Matie .	As foretold ,Jesus took a special interest in people who were toiling and loaded down . Matthew .
Gudunɔ ɖé savo nú Jezu gbè ɖokpo ɖɔ Nú é jló we ɔ ,a hɛn ɔ ,a na gbɔ azɔn nú mì .	If you just want to ,you can make me clean .
Nǔ e è ko wlan dó Mawuxówema ɔ mɛ ɖ’ayǐ xóxó lɛ bǐ ɔ ,è wlan ye ,bo na dó kplɔ́n nǔ mǐ ,bonu mǐ na ɖó nukún nǔ gbɔn sɔxwixwe kpo akɔnkpinkpan alǒ gbɔdónúmɛ e Mawuxówema ɔ nɔ na mǐ ɔ kpo gblamɛ . Hlɔmanu lɛ 154 .	All the things that were written beforehand were written for our instruction ,so that through our endurance and through the comfort from the Scriptures we might have hope . Romans 154 .
Mɛsɛ́dó Pɔlu ɖɔ dó azɔ̌gbɛ́ tɔn lɛ wu ɖɔ ye dó wusyɛn lanmɛ nú emi ɖesu ɖò adǎngbomɛ kpo wuvɛ̌ lɛ kpo ’ hwenu . Kolosinu lɛ 411 1 Tɛsalonikinu lɛ 37 .	The apostle Paul described his companions as a source of great comfort in times of distress and tribulation . Colossians 411 1 Thessalonians 37 .
Ye ɖɔhun ɔ ,a sixu mɔ ɖɔ Mawu kpó ɖò akpá wusyɛn dó lanmɛ nú mɛ tɔn elɔ e é dó é ɖè wɛ Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun . Ezayíi 6613 .	Like them ,As a mother comforts her son ,so I will keep comforting you . Isaiah 6613 .
Hwɛ Mawu Mavɔmavɔ wɛ gɔ́ alɔ nú mì bo dó gbɔ nú mì . Ðɛhan 8617 .	You ,O Jehovah ,are my helper and comforter . Psalm 8617 .
Mawu mitɔn ɖɔ Mi dó wusyɛn lanmɛ nú togun ce .Mi dó wusyɛn lanmɛ nú togun ce .’ — Ezayíi 401 .	Comfort ,comfort my people ,’ says your God . Isaiah 401 .
Un na dó gbɔ nú mi vǐnɔ ɖò gbɔ dó nú vǐ tɔn wɛ ɖɔhun .’ — Ezayíi .	As a mother comforts her son ,so I will keep comforting you . ’ ​ — Isaiah .
Nǔ nyɔ́ nú mɛ e ɖò aluwɛ mɛ lɛ ,ɖó è na dó gbɔ nú ye . Matie 54 .	Happy are those who mourn ,since they will be comforted . Matthew 54 .
Mi zlɔ́n nǔ e ɖò linkpɔ́n nyí nú mi wɛ lɛ bǐ sín agban ɖó jǐ Mawu tɔn ,ɖó é ɖò nukún kpé dó mi wu wɛ . 1 Piyɛ́ɛ 57 .	Throw all your anxiety on God ,because he cares for you . 1 Peter 57 .
Priscilla nɔ flín xógbe Jezu tɔn e ɖò Matie 634 mɛ é éɖée hwɛhwɛ .	Priscilla constantly reminded herself of Jesus ’ words at Matthew 634 .
Un wá mɔ azɔ̌ dìn có ,mǐ hɛn gbɛzán mǐtɔn bɔkun sɔgbe kpo wěɖexámɛ Jezu tɔn e ɖò Matie mɛ é kpo .	Although I now have a job ,we keep our lifestyle simple in line with Jesus ’ advice at Matthew .
É sín akwɛyózó e ɖò tò ɔ mɛ é wu bɔ xwè 20 sín azɔ̌ syɛnsyɛn e mǐ wà é wá huzu nǔ yayǎ .	Because of an economic crisis ,20 years of hard work came to nothing .
Un hɛn xó e mɛsɛ́dó Pɔlu ɖɔ ɖò Hlɔmanu lɛ 1221 mɛ é dó ayi mɛ ,é ɖɔ Ma jó hwiɖée dó nú nǔnyanyawiwa ɖu ɖò jǐ towe ó é nyɔ́ wà ɔ ,nɔ wà nǔ ɖagbe dó ɖu ɖò nǔ nyanya jí .	I took to heart the words of the apostle Paul at Romans 1221 Do not let yourself be conquered by the evil ,but keep conquering the evil with the good .
Hwenu e mǐ ɖó na hɛn nǔ bú ’ dó é ɖè .	There is a time when we have to give up as lost . ’ . . .
É xlɛ́ mì Nùnywɛtɔ́xó 36 bo ɖɔ nú mì kpo xomɛnyínyɔ́ kpo ɖɔ hwenu e mǐ ɖó na hɛn nǔ bú ’ dó é ɖè .	He showed me Ecclesiastes 36 and kindly told me that there is a time when we have to give up as lost .
Wěɖexámɛ enɛ ɔ syɛn ɖesu ,amɔ̌ ,nǔ e sín hudo un ɖó é nɛ .	It was tough advice ,but it was what I needed .
Enyi un xoɖɛ sɛ́dó Mawu gudo ɔ ,un nɔ mɔ bɔ gbigbɔ tɔn nɔ na hlɔnhlɔn mì . Luis	After praying to God ,I feel his spirit giving me strength . Luis
Dìn ɔ ,é ɖó na nɔ nɔ jɔhɔn oxygène nu nú ganxixo 16 gbè ɖokpo .	He now needs to be on oxygen 16 hours a day .
Un nɔ jló na wà nǔ gègě ,amɔ̌ ,un sixu ǎ ,wɛ Petra e ko ɖó xwè hú 80 é ɖɔ .	I want to do so many things ,but I just can’t ,explains Petra ,who is in her 80 ’ s .
Enyi un ɖɔ xó nú Mawu gudo ɔ ,un nɔ mɔ nyiɖée mɛ ganji . Matie 2639 .	I feel much better after talking to God . Matthew 2639 .
Nǔ cí mɔ̌ nú Julian lɔmɔ̌ ,éyɛ ko ɖò xwi ɖí xá azɔn syɛnsyɛn e nɔ hu agbaza sín wǔjɔnú ɖé lɛ é ɖé wɛ sín ɖibla yì xwè 30 ɖíe .	Julian ,who has been battling multiple sclerosis for nearly 30 years ,feels likewise .
Pɔlu ɖɔhun ɔ ,un sixu ɖɔ nugbǒ ɖɔ Mɛ e nɔ na hlɔnhlɔn mì ɔ wɛ nɔ zɔ́n ,bɔ un nɔ sixu kpé nǔ enɛ lɛ bǐ wu .’ — Filipunu lɛ 413 .	Like the apostle Paul ,For all things I have the strength through the one who gives me power . ’ ​ — Philippians 413 .
Hwenu e tɔ́ ce kú ɖò alitawovi ɖé mɛ é ɔ ,un sixu ɖi hwɛ̌ ǎ ,wɛ Antonio ɖɔ .	When my father died in a traffic accident ,I could not believe it at first ,Antonio recalls .
Ðó Mawu sixu ɖ’adingban ǎ wutu ɔ ,un kudeji ɖɔ un na lɛ́vɔ wá mɔ tɔ́ ce ɖò fínfɔ́n sín kú hwenu . Nùnywɛtɔ́xó 911 ,NWT Jaan 1125 Titu 12 .	Since God cannot lie ,I am convinced that I will see my father again in the resurrection . Ecclesiastes 911 John 1125 Titus 12 .
É ɖɔ Nyì kpo asì ce kpo mɔ fífá e xó è ɖɔ ɖò Filipunu lɛ mɛ é .	My wife and I experienced the peace of mind spoken of at Philippians .
É wɛ nyí Mawu e nɔ dó gbɔ nú mɛ ɖò ali bǐ nu é . 2 Kɔlɛntinu lɛ 13 .	He is the God of all comfort . 2 Corinthians 13 .
É gla kaka bo nyì gbehwan sɛ́dó Izlayɛli - ví lɛ bo ɖɔ ye ni sɛ́ mɛ ɖokpo dó bonu emi kpo mɛ ɔ kpo na kpé hun ,lé emi na ɖu ɖò ahwan ɔ jí ɖò cɛju mɛ — 1 Samuwɛli .	He dared any man to come forward and fight him ,to settle this war in single combat ​ — 1 Samuel .
Etɛ nùɖiɖi e Davidi ɖó é ka sixu kplɔ́n mǐ ɖò égbé — 1 Samuwɛli .	And what can we today learn from the faith of David ​ — 1 Samuel .
Tɔ́ tɔn jló na mɔ ɛ dìn tlolo . 1 Samuwɛli 1612 .	His father wanted to see him right away . 1 Samuel 1612 .
Biblu ɖɔ Gbigbɔ Mawu Mavɔmavɔ tɔn wá Davidi jí gbè enɛ gbè ,bo nɔ jǐ tɔn kaka sɔyi . 1 Samuwɛli - .	The spirit of Jehovah began to empower David from that day forward . 1 Samuel - .
Azɔn wè lɛ bǐ wɛ éɖokponɔ hu gběkanlin baɖabaɖa lɛ — 1 Samuwɛli ,Ezayíi 314 .	Both times ,he single - handedly killed the ferocious wild beast ​ — 1 Samuel Isaiah 314 .
Enɛ wu ɔ ,è ylɔ Davidi wá ,bɔ ɖò malin - malin mɛ ɔ ,é huzu ɖokpo ɖò mɛ e nɔ xò nǔ ɖò Sawulu sín hɔnmɛ lɛ é mɛ ,bo nɔ lɛ́ hɛn ahwanfunnu nú axɔsu ɔ . 1 Samuwɛli .	So David was summoned ,and he soon became one of Saul’s court musicians and armor - bearers . 1 Samuel .
Nùkplɔnmɛ titewungbe ɖé wɛ nyí enɛ nú mǐ mɛ bǐ — Nùnywɛtɔ́xó 121 .	What outstanding lessons for all of us to learn ​ — Ecclesiastes 121 .
Ye kpannukɔn yeɖée ɖò tɔdo gblɛlɛ enɛ ɔ sín akpáxwé wè lɛ . 1 Samuwɛli ,.	They faced each other from the opposing slopes of that wide ,curved valley . 1 Samuel ,.
Enɛ wu ɔ ,é jɛ xó ɖɔ nú sɔja lɛ dó lee è sixu ɖu ɖò Goliyati jí gbɔn é wu jí .	So he began talking eagerly to the soldiers about defeating Goliath .
Axɔsu ɔ ɖegbe ɖɔ è ni kplá Davidi wá nukɔn emitɔn . 1 Samuwɛli .	The king ordered David to be brought before him . 1 Samuel .
Enɛ wu ɔ ,é ɖɔ emiɖesu na yì kpé hun xá Goliyati . 1 Samuwɛli 1732 .	So he offered to fight Goliath himself . 1 Samuel 1732 .
É ɖò mɔ̌ có ,è ko tuùn Davidi ɖi ahwanfuntɔ́ titewungbe ɖé ,bɔ é na ko ɖò mɛxo nyí wɛ ɖò hwenɛnu . 1 Samuwɛli 1618 1733 .	But David was already known as a valiant fighter and may have been in his late teens by this time . 1 Samuel 1618 1733 .
É ɖi nǔ nú Mawu tɔn ɖó nǔ e é tuùn é kpo nǔ e é mɔ kpɔ́n lɛ é kpo wutu .	He had faith in his God because of knowledge and experience .
Hwenu e mǐ na ɖò gbɛ̀ zán sɔgbe xá nǔ e mǐ kplɔ́n lɛ é wɛ é ɔ ,mǐ na mɔ ɖɔ nǔ ɖagbe e mɛ é na tɔ́n kɔ dó é na hɛn nùɖiɖi mǐ lɔmɔ̌ tɔn lidǒ . Eblée lɛ 111 .	As we live by what we learn ,we will find that the good results will likewise strengthen our faith . Hebrews 111 .
Enɛ gudo ɔ ,é ɖido fí e na fun ahwan ɖè wɛ é ɖè é ,é ka ɖi zɔnlin ǎ ,wezun wɛ é kán	Then he went out onto the field of battle ​ — not walking but running
Hwenu e Goliyati mɔ kɛntɔ́ tɔn é ɔ ,etɛ é ka lin	When Goliath saw his opponent ,what did he think
É ɖò wɛn ɖɔ é mɔ kpò e Davidi hɛn é ,amɔ̌ ,é ka ɖ’ayi klohwán ɔ wu ǎ .	Evidently he saw David’s staff but took no note of the sling .
É dónu Davidi ɖò vodun Filisitɛ́ɛn lɛ tɔn nyikɔ mɛ ,bo xwlé nǔ ɖɔ emi na na lan kɛntɔ́ enɛ ɔ tɔn xɛ lɛ kpo gběkanlin lɛ kpo . 1 Samuwɛli .	He cursed David in the name of the Philistine gods and vowed to feed the corpse of this contemptible foe to the birds and beasts of the field . 1 Samuel .
